codigo	descricao	unidade_medida	cpc	codigo_secao	codigo_divisao	codigo_grupo	codigo_classe	codigo_subclasse	id	offset	item_filename
16810	Manutenção de Conteiner ( Container )                                                                                   	UN	8729	8	87	872	8729		16810	1500	servicos.servicos
16829	Serralharia                                                                                                             	UN	8821	8	88	882	8821		16829	1500	servicos.servicos
16837	Treinamento Informática - Equipamento / Hardware                                                                        	UN	929	9	92	929			16837	1500	servicos.servicos
16845	Treinamento na Área de Eletrônica                                                                                       	UN	929	9	92	929			16845	1500	servicos.servicos
16853	Auto - Escola                                                                                                           	UN	929	9	92	929			16853	1500	servicos.servicos
16861	Pesquisa e Análise Estatística - Econômica / Sócio-Demográfica                                                          	UN	837	8	83	837			16861	1500	servicos.servicos
16870	Pesquisa e Estudo - Geodésico / Cartográfico                                                                            	UN	837	8	83	837			16870	1500	servicos.servicos
16888	Pesquisa e Estudo - Geográfico / Recursos Naturais /  Meio -Ambiente                                                    	UN	835	8	83	835			16888	1500	servicos.servicos
16896	Limpeza Hospitalar - Higienização / Desinfecção                                                                         								16896	1500	servicos.servicos
16900	Consultoria e Assessoria - Análise Química                                                                              	UN	8319	8	83	831	8319		16900	1500	servicos.servicos
16918	Informática - Desenvolvimento / Implantação / Manutenção Re-de de Computador                                            	UN	8399	8	83	839	8399		16918	1500	servicos.servicos
16926	Inventário / Catalogação - Acervo Bibliográfico                                                                         	UN	8451	8	84	845	8451		16926	1500	servicos.servicos
16934	Avaliador Obra Rara                                                                                                     	UN	9641	9	96	964	9641		16934	1500	servicos.servicos
16942	Bibliotecário                                                                                                           	UN	8451	8	84	845	8451		16942	1500	servicos.servicos
16950	Artesanato - Barro / Cerâmica / Madeira / Porcelana                                                                     	UN	9641	9	96	964	9641		16950	1500	servicos.servicos
16969	Laboratório - Análise Animal / Vegetal                                                                                  	UN	9311	9	93	931	9311		16969	1500	servicos.servicos
16977	Estudos e Projetos de Viabilidade Técnico - Econômico                                                                   	UN	8319	8	83	831	8319		16977	1500	servicos.servicos
16985	Consultoria e Assessoria - Orçamento                                                                                    	UN	8319	8	83	831	8319		16985	1500	servicos.servicos
16993	"Prestação de Serviços Gerais ""INATIVO""                                                                                  "	OUTRAS	859	8	85	859			16993	1500	servicos.servicos
17000	Defesa Pessoal / Artes Marciais                                                                                         	UN	929	9	92	929			17000	1500	servicos.servicos
17019	Decoração - Eventos / Solenidades                                                                                       	UN	969	9	96	969			17019	1500	servicos.servicos
17027	Confecção de Arranjos Ornamentais - Planta / Vaso                                                                       	UN	8819	8	88	881	8819		17027	1500	servicos.servicos
17035	Aplicação de Estampas ( Transfer ) Laser                                                                                	UN	8594	8	85	859	8594		17035	1500	servicos.servicos
17043	Ensino Especial - Superdotado / Deficiente Físico                                                                       	UN	929	9	92	929			17043	1500	servicos.servicos
17051	Locação de Louças / Talheres / Cristais                                                                                 	UN	7323	7	73	732	7323		17051	1500	servicos.servicos
17060	Madeireira / Serraria / Comércio de Madeira                                                                             	UN	8599	8	85	859	8599		17060	1500	servicos.servicos
17078	Manutenção e Reparo - Barco Alumínio                                                                                    	UN	8714	8	87	871	8714		17078	1500	servicos.servicos
17086	Estudos e Projetos de Sistemas de Sinalização  / ComunicaçãoVisual                                                      	UN	8319	8	83	831	8319		17086	1500	servicos.servicos
17094	Fabricação / Análise - Vacinas                                                                                          	UN	8356	8	83	835	8356		17094	1500	servicos.servicos
17108	Consultoria e Assessoria - Marketing                                                                                    	UN	8319	8	83	831	8319		17108	1500	servicos.servicos
17116	Classificação e Degustação - Café                                                                                       	UN	8399	8	83	839	8399		17116	1500	servicos.servicos
17124	Locação de Artigos de Tecido                                                                                            	UN	8534	8	85	853	8534		17124	1500	servicos.servicos
17132	Higienização de Artigos de Tecido/couro/estofamento                                                                     	UN	8534	8	85	853	8534		17132	1500	servicos.servicos
17140	Obras Civis - Concretagem                                                                                               	UNM3M2	5454	5	54	545	5454		17140	1500	servicos.servicos
17159	Higienização de Equipamentos                                                                                            	UN	8534	8	85	853	8534		17159	1500	servicos.servicos
17167	Armazenamento / Guarda / Conservação / Distribuição - Merca-doria , Bens , Alimento , Objetos                           	UN	8599	8	85	859	8599		17167	1500	servicos.servicos
17175	Desenvolvimento, Construção, Instalação - Sistema AutomáticoAquisição Dados Conjunto Híbrido ( Eólico, Solar, Diesel )  	UN	8399	8	83	839	8399		17175	1500	servicos.servicos
17183	Metrologia                                                                                                              	UN	8399	8	83	839	8399		17183	1500	servicos.servicos
17191	Sistemas Educacionais - Automação Industrial /  Controle Processo / Física / Química / Mecânica                         	UN	73310	7	73	733	7331	73310	17191	1500	servicos.servicos
17205	Serviço Segurança Nacional / Trabalho                                                                                   	UN	852	8	85	852			17205	1500	servicos.servicos
17213	Administração Portuária / Embarcação                                                                                    	UN	8399	8	83	839	8399		17213	1500	servicos.servicos
17221	Modernização / Agilização / Aprimoramento -  Processos Administrativos                                                  	UN	8399	8	83	839	8399		17221	1500	servicos.servicos
17230	Auditoria - Atuarial                                                                                                    	UN	822	8	82	822			17230	1500	servicos.servicos
17248	Manutenção Aparelho Telefônico / Celular                                                                                	UN	8712	8	87	871	8712		17248	1500	servicos.servicos
17256	Treinamento Informática - Operação / Digitação                                                                          	UN	929	9	92	929			17256	1500	servicos.servicos
17264	Execução Serviço - Geodésico / Cartográfico                                                                             	UN	8354	8	83	835	8354		17264	1500	servicos.servicos
17272	Banco Dados Informações - Comerciais / Cadastrais / Técnicas                                                            	UN	733	7	73	733			17272	1500	servicos.servicos
17280	Administração Pública                                                                                                   	UN	911	9	91	911			17280	1500	servicos.servicos
17299	Fornecimento / Transporte de Água - Carro Pipa                                                                          	UNM3	692	6	69	692			17299	1500	servicos.servicos
17302	Instalação e Montagem - Móveis / Artefatos Metálicos                                                                    	UN	8739	8	87	873	8739		17302	1500	servicos.servicos
17310	Informática - Computação Gráfica                                                                                        	UN	8399	8	83	839	8399		17310	1500	servicos.servicos
17329	Floricultura                                                                                                            	UN	8599	8	85	859	8599		17329	1500	servicos.servicos
17337	Engenharia Eletrônica - Processamento de Sinais                                                                         	UN	8599	8	85	859	8599		17337	1500	servicos.servicos
17345	Engenharia Eletrônica - Desenvolvimento de Sistemas Residen-tes ( Firmware )                                            	UN	8599	8	85	859	8599		17345	1500	servicos.servicos
17353	Serviço gráfico - policromia                                                                                            	UN	891	8	89	891			17353	1500	servicos.servicos
17361	Curso Teatro / Teledramaturgia / Cinema                                                                                 	UN	929	9	92	929			17361	1500	servicos.servicos
17370	Despachante - Marítimo                                                                                                  	UN	8599	8	85	859	8599		17370	1500	servicos.servicos
17388	Gráfico - Confecção Documentos Oficiais                                                                                 	UN	8594	8	85	859	8594		17388	1500	servicos.servicos
17396	Concessão de Serviço Público                                                                                            	UN	979	9	97	979			17396	1500	servicos.servicos
17400	Adaptação e Transformação Veículos -  Automotores  / Rebocá-veis / Especiais                                            	UN	8714	8	87	871	8714		17400	1500	servicos.servicos
17418	Manutenção Sinalizador Acústico / Visual                                                                                	UN	8729	8	87	872	8729		17418	1500	servicos.servicos
17426	Condomínio - Gerência / Manutenção de Imóvel / Administração                                                            	UN	722	7	72	722			17426	1500	servicos.servicos
17434	Avaliação / Comercialização / Divulgação - Obra de Arte                                                                 	UN	964	9	96	964			17434	1500	servicos.servicos
17442	Manutenção Veículos Rebocáveis                                                                                          	UN	8714	8	87	871	8714		17442	1500	servicos.servicos
17450	Fabricação de Maca - Hospitalar / Ambulância                                                                            	UN	8819	8	88	881	8819		17450	1500	servicos.servicos
17469	Pesquisa Marítima                                                                                                       	UN	837	8	83	837			17469	1500	servicos.servicos
17477	Consulta Médica - Homeopatia                                                                                            	UN	9312	9	93	931	9312		17477	1500	servicos.servicos
17485	Decoração - Ambiente                                                                                                    	UN	8399	8	83	839	8399		17485	1500	servicos.servicos
17493	Solda - Exotérmica                                                                                                      	UN	8599	8	85	859	8599		17493	1500	servicos.servicos
17507	Atividade Cultural Desportiva                                                                                           	UN	929	9	92	929			17507	1500	servicos.servicos
17515	Manutenção de Equipamento Oceanográfico                                                                                 	UN	8715	8	87	871	8715		17515	1500	servicos.servicos
17523	Manutenção Equipamento Navegação                                                                                        	UN	8715	8	87	871	8715		17523	1500	servicos.servicos
17531	Assistência Técnica / Manutenção - Equipamento Fluxo Laminar                                                            	UN	8715	8	87	871	8715		17531	1500	servicos.servicos
17540	Fabricação de Calçado / Luva / Cinto                                                                                    	UN	88122	8	88	881	8812	88122	17540	1500	servicos.servicos
17558	Avaliação de Máquinas / Equipamentos / Veículos                                                                         	UN	8599	8	85	859	8599		17558	1500	servicos.servicos
17566	Consultoria e Assessoria - Imobiliária                                                                                  	UN	721	7	72	721			17566	1500	servicos.servicos
17574	Reforma e Reparo - Artigo de Couro / Tecido / Material Sintético                                                        	UN	8729	8	87	872	8729		17574	1500	servicos.servicos
17582	Administração de Terminal Rodoviário                                                                                    	UN	8599	8	85	859	8599		17582	1500	servicos.servicos
17590	Direitos Autorais                                                                                                       	UN	979	9	97	979			17590	1500	servicos.servicos
17604	Manutenção Relógio Datador / Numerador                                                                                  	UN	8715	8	87	871	8715		17604	1500	servicos.servicos
17612	Locação Guarita / Cabine Sanitária                                                                                      	UN	7329	7	73	732	7329		17612	1500	servicos.servicos
17620	Consultoria e Assessoria - Negócios                                                                                     	UN	8319	8	83	831	8319		17620	1500	servicos.servicos
17639	Instalação e Montagem - Painel / Placa Luminosa                                                                         	UN	873	8	87	873			17639	1500	servicos.servicos
17647	Fiscalização / Medição de Mídia                                                                                         	UN	8599	8	85	859	8599		17647	1500	servicos.servicos
17655	Instalação / Manutenção - Cabo Óptico / Acessório                                                                       	UN	873	8	87	873			17655	1500	servicos.servicos
17663	Curso Aperfeiçoamento / Especialização Profissional                                                                     	UN	929	9	92	929			17663	1500	servicos.servicos
17671	Padronização de Grãos                                                                                                   	UNT KG	8599	8	85	859	8599		17671	1500	servicos.servicos
17680	Consultoria e Assessoria - Internacional                                                                                	UN	8319	8	83	831	8319		17680	1500	servicos.servicos
17698	Moderador Planejamento Participativo                                                                                    	UN	8599	8	85	859	8599		17698	1500	servicos.servicos
17701	Consultoria e Assessoria - Turismo                                                                                      	UN	8319	8	83	831	8319		17701	1500	servicos.servicos
17710	Curso / Aperfeiçoamento - Pilotagem de Aeronave                                                                         	UN	929	9	92	929			17710	1500	servicos.servicos
17728	Beneficiamento de Borracha                                                                                              	UN	8599	8	85	859	8599		17728	1500	servicos.servicos
17736	Engenharia de Trânsito                                                                                                  	UN	8399	8	83	839	8399		17736	1500	servicos.servicos
17744	Locação / Instalação / Manutenção / Operação  -  EquipamentoEletrônico de Controle de Velocidade                        	UN	873	8	87	873			17744	1500	servicos.servicos
17752	Inventário / Catalogação - Acervo Museológico                                                                           	UN	964	9	96	964			17752	1500	servicos.servicos
17760	Confecção de Botom / Medalha                                                                                            	UN	8819	8	88	881	8819		17760	1500	servicos.servicos
17779	Comissaria Aérea                                                                                                        	UN	8599	8	85	859	8599		17779	1500	servicos.servicos
17787	Industrialização / Restauração Peças - Metais Preciosos                                                                 	UN	8599	8	85	859	8599		17787	1500	servicos.servicos
17795	Locação de Computador - Médio / Grande Porte                                                                            	UN	6128	6	61	612	6128		17795	1500	servicos.servicos
17809	Instalação / Manutenção - Cobertura/Passarela/Toldo/Barraca                                                             	UN	873	8	87	873			17809	1500	servicos.servicos
17817	Curso / Aperfeiçoamento - Controlador de Vôo                                                                            	UN	929	9	92	929			17817	1500	servicos.servicos
17825	Consultoria e Assessoria - Segurança do Trabalho                                                                        	UN	8319	8	83	831	8319		17825	1500	servicos.servicos
17833	Fabricação / Reparo - Placa Veículo                                                                                     	UN	8819	8	88	881	8819		17833	1500	servicos.servicos
17841	Estudos e Projetos de Saneamento - Gerência de Bacias                                                                   	UN	8319	8	83	831	8319		17841	1500	servicos.servicos
17850	Estudos e Projetos - Saúde                                                                                              	UN	9311	9	93	931	9311		17850	1500	servicos.servicos
17868	Consultoria e Assessoria - Pesquisa Histórica                                                                           	UN	8319	8	83	831	8319		17868	1500	servicos.servicos
17876	Locação de Roupa / Uniforme                                                                                             	UN	7329	7	73	732	7329		17876	1500	servicos.servicos
17884	Estudos e Projetos Viabilidade Técnica - Radiodifusão                                                                   	UN	8319	8	83	831	8319		17884	1500	servicos.servicos
17892	Radiologia Odontológica                                                                                                 	UN	9311	9	93	931	9311		17892	1500	servicos.servicos
17906	Confecção de Faixas                                                                                                     	UN	891	8	89	891			17906	1500	servicos.servicos
17914	Sinalização Visual Computadorizada                                                                                      	UN	8599	8	85	859	8599		17914	1500	servicos.servicos
17922	Afiação de Ferramenta                                                                                                   	UN	8599	8	85	859	8599		17922	1500	servicos.servicos
17930	Manutenção e Reparo - Máquina / Equipamento Fotográfico                                                                 	UN	8715	8	87	871	8715		17930	1500	servicos.servicos
17949	Monitorização de Imagem                                                                                                 								17949	1500	servicos.servicos
17957	Automatização de Portão - Instalação / Manutenção                                                                       	UN	8714	8	87	871	8714		17957	1500	servicos.servicos
17965	Manutenção e Reparo - Tacógrafo                                                                                         	UN	8714	8	87	871	8714		17965	1500	servicos.servicos
17973	Manutenção e Reparo - Rodoar                                                                                            	UN	8714	8	87	871	8714		17973	1500	servicos.servicos
17981	Prestação de Serviço Gráfico / Reprografia                                                                              	UN	851	8	85	851			17981	1500	servicos.servicos
17990	Locação Equipamentos de Impressão                                                                                       	UN	731	7	73	731			17990	1500	servicos.servicos
18007	Praticagem - Fluvial / Marítima                                                                                         	UN	8599	8	85	859	8599		18007	1500	servicos.servicos
18015	Hialotecnia                                                                                                             	UN	8599	8	85	859	8599		18015	1500	servicos.servicos
18023	Consultoria e Assessoria - Esportiva                                                                                    	UN	929	9	92	929			18023	1500	servicos.servicos
18031	Treinamento - Área Esportiva                                                                                            	UN	929	9	92	929			18031	1500	servicos.servicos
18040	Estudos e Projetos de Sistemas Automatizados - Armazenamento/ Movimentação / Distribuição                               	UN	8319	8	83	831	8319		18040	1500	servicos.servicos
18058	Estudos e Projetos - Sistema de Propulsão                                                                               	UN	8319	8	83	831	8319		18058	1500	servicos.servicos
18066	Manutenção e Reparo - Hélice                                                                                            	UN	8715	8	87	871	8715		18066	1500	servicos.servicos
18074	Ar Respirável - Teste Hidrostático Cilindro                                                                             	UN	8599	8	85	859	8599		18074	1500	servicos.servicos
18082	Ar Respirável - Manutenção Equipamento Autônomo                                                                         	UNM3	8599	8	85	859	8599		18082	1500	servicos.servicos
18090	Ar Respirável - Manutenção Sistema de Linha                                                                             	UN	8599	8	85	859	8599		18090	1500	servicos.servicos
18104	Consultoria e Assessoria - Telecomunicação                                                                              	UN	8319	8	83	831	8319		18104	1500	servicos.servicos
18112	Teleconferência / Videoconferência                                                                                      	UN	8399	8	83	839	8399		18112	1500	servicos.servicos
18120	Limpeza de Estofados - Bancos / Cadeira / Poltrona                                                                      	UN	85340	8	85	853	8534	85340	18120	1500	servicos.servicos
18139	Telefonia - Convencional / Celular                                                                                      	UN	841	8	84	841			18139	1500	servicos.servicos
18147	Operador Portuário                                                                                                      	UN	8399	8	83	839	8399		18147	1500	servicos.servicos
18155	Confecção de Balcão / Guichê                                                                                            	UN	8819	8	88	881	8819		18155	1500	servicos.servicos
18163	Manutenção Freio e Embreagem - Eletromagnética / Mecânica  /Pneumática                                                  	UN	8714	8	87	871	8714		18163	1500	servicos.servicos
18171	Diagnóstico Participativo - Rural / Urbano                                                                              	UN	8599	8	85	859	8599		18171	1500	servicos.servicos
18180	Instalação / Remoção / Manutenção - Forro                                                                               	UNM2	873	8	87	873			18180	1500	servicos.servicos
18198	Treinamento / Curso - Armamento e Tiro                                                                                  	UN	929	9	92	929			18198	1500	servicos.servicos
18201	Manutenção de Veículos Leves - Suspensão                                                                                	UN	8714	8	87	871	8714		18201	1500	servicos.servicos
18210	Manutenção de Veículos Pesados - Suspensão                                                                              	UN	8714	8	87	871	8714		18210	1500	servicos.servicos
18228	Locação de Equipamento - Condicionamento Físico                                                                         	UN	731	7	73	731			18228	1500	servicos.servicos
18236	Locação de Equipamento - Esporte / Lazer                                                                                	UN	7329	7	73	732	7329		18236	1500	servicos.servicos
18244	Consultoria e Assessoria - Transporte                                                                                   	UN	8319	8	83	831	8319		18244	1500	servicos.servicos
18252	Radiologia Geral                                                                                                        	UN	9311	9	93	931	9311		18252	1500	servicos.servicos
18260	Trânsito - Supervisão e Controle /Aprendizagem / Habilitação/ Fiscalização / Condutores de Veículos                     	UN	8399	8	83	839	8399		18260	1500	servicos.servicos
18279	Trânsito - Registro / Emplacamento de Veículos                                                                          	UN	8599	8	85	859	8599		18279	1500	servicos.servicos
18287	Trânsito - Policiamento / Segurança / Campanhas /  Análise /Relatório                                                   	UN	8399	8	83	839	8399		18287	1500	servicos.servicos
18295	Frigoconservação - Congelamento / Recuperação                                                                           	UN	8599	8	85	859	8599		18295	1500	servicos.servicos
18309	Transporte / Entrega - Carga Frigorífica                                                                                	UN	643	6	64	643			18309	1500	servicos.servicos
18317	Beneficiamento Produto Frigorificado                                                                                    	UN	8599	8	85	859	8599		18317	1500	servicos.servicos
18325	Limpeza Superfície / Remoção Pichação                                                                                   	M2	853	8	85	853			18325	1500	servicos.servicos
18333	Artes Plásticas - Confecção de Objetos                                                                                  	UN	8819	8	88	881	8819		18333	1500	servicos.servicos
18341	Operação de Caldeira / Unidades Industriais                                                                             	UN	8599	8	85	859	8599		18341	1500	servicos.servicos
18350	Enfermagem                                                                                                              	UN	9311	9	93	931	9311		18350	1500	servicos.servicos
18368	Administração / Operação - Pedágio                                                                                      	UN	711	7	71	711			18368	1500	servicos.servicos
18376	Manutenção / Conservação / Recuperação - Vias Públicas                                                                  	UNM2	5421	5	54	542	5421		18376	1500	servicos.servicos
18384	Testes e Avaliações de Proeficiência e Capacidade Psico/Educacionais                                                    	UN	8599	8	85	859	8599		18384	1500	servicos.servicos
18392	TESTE                                                                                                                   								18392	1500	servicos.servicos
18406	Instalação / Manutenção - Porta / Cancela / Portão                                                                      	UN	8729	8	87	872	8729		18406	1500	servicos.servicos
18414	Consultoria e Assessoria - Energia Renovável  /  ConservaçãoEnergia                                                     	UN	8319	8	83	831	8319		18414	1500	servicos.servicos
18422	Gráfico - Impressos / Plastificação / Acabamento                                                                        	UN	8911	8	89	891	8911		18422	1500	servicos.servicos
18430	Obras Civis - Cálculo Estrutural                                                                                        	UN	8399	8	83	839	8399		18430	1500	servicos.servicos
18449	Planejamento / Organização / Execução / Arbitragem / Atividades Lúdicas / Desportivas / Recreativas / Colônia de Férias 	UN	8399	8	83	839	8399		18449	1500	servicos.servicos
18457	Transporte Rodoviário - Carga Viva                                                                                      	UN	643	6	64	643			18457	1500	servicos.servicos
18465	Informática - Customização de Ambiente                                                                                  	UN	83190	8	83	831	8319	83190	18465	1500	servicos.servicos
18473	Higienização Equipamento Proteção Individual                                                                            	UN	853	8	85	853			18473	1500	servicos.servicos
18481	Consultoria e Assessoria - Educação                                                                                     	UN	8319	8	83	831	8319		18481	1500	servicos.servicos
18490	Estudo e Projetos - Automação Industrial                                                                                	UN	8319	8	83	831	8319		18490	1500	servicos.servicos
18503	Treinamento - Área Instrumentação Eletrônica                                                                            	UN	929	9	92	929			18503	1500	servicos.servicos
18511	Consultoria e Assessoria - Recursos Hídricos                                                                            	UN	8319	8	83	831	8319		18511	1500	servicos.servicos
18520	Rede Hidrometereológica - Operação                                                                                      	UN	979	9	97	979			18520	1500	servicos.servicos
18538	Informática - Processamento Imagem                                                                                      	UN	85960	8	85	859	8596	85960	18538	1500	servicos.servicos
18546	Serviço Óptico                                                                                                          	UN	8599	8	85	859	8599		18546	1500	servicos.servicos
18554	Locação Equipamento / Componente - Endoscopia Industrial                                                                	UN	7329	7	73	732	7329		18554	1500	servicos.servicos
18562	Manutenção Veículo Automotivo - Chassi                                                                                  	UN	8714	8	87	871	8714		18562	1500	servicos.servicos
18570	Confecção Pasta - Arquivo / Processo                                                                                    	UN	8819	8	88	881	8819		18570	1500	servicos.servicos
18589	Retífica Industrial                                                                                                     	UN	8599	8	85	859	8599		18589	1500	servicos.servicos
18597	Confecção Placa Comemorativa                                                                                            	UN	8819	8	88	881	8819		18597	1500	servicos.servicos
18600	Comercialização / Distribuição - Bilhete  Apuração Instantâ-nea e Sorteio                                               	UN	8599	8	85	859	8599		18600	1500	servicos.servicos
18619	Ar Condicionado Veículo - Instalação / Montagem / Manutenção                                                            	UN	8714	8	87	871	8714		18619	1500	servicos.servicos
18627	Instalação / Manutenção / Expansão / Programação / Locação  Equipamento Telefônico                                      	UN	8599	8	85	859	8599		18627	1500	servicos.servicos
18635	Serviço Educacional - Curso Extensão                                                                                    	UN	929	9	92	929			18635	1500	servicos.servicos
18643	Confecção Flâmulas                                                                                                      	UN	8819	8	88	881	8819		18643	1500	servicos.servicos
18651	Treinamento - Área Contábil                                                                                             	UN	929	9	92	929			18651	1500	servicos.servicos
18660	Manutenção Equipamento - Dedetização / Pulverização                                                                     	UN	8715	8	87	871	8715		18660	1500	servicos.servicos
18678	Manutenção de Veículos Leves - Injeção Eletrônica                                                                       	UN	8714	8	87	871	8714		18678	1500	servicos.servicos
18686	Consultoria e Assessoria - Administração Negócio / Produção                                                             	UN	8319	8	83	831	8319		18686	1500	servicos.servicos
18694	Solda Plástica                                                                                                          	UN	8599	8	85	859	8599		18694	1500	servicos.servicos
18708	Caldeiraria                                                                                                             	UN	8599	8	85	859	8599		18708	1500	servicos.servicos
18716	Gráfico - Confecção Bilhete Magnetizado                                                                                 	UN	8594	8	85	859	8594		18716	1500	servicos.servicos
18724	Gráfico - Confecção Selo / Convite / Impressos / CertificadoEnvelope                                                    	UN	8594	8	85	859	8594		18724	1500	servicos.servicos
18732	Gráfico - Confecção Cédula                                                                                              	UN	8594	8	85	859	8594		18732	1500	servicos.servicos
18740	Cunhagem em Metal                                                                                                       	UN	8399	8	83	839	8399		18740	1500	servicos.servicos
18759	Dobra / Corte Laser - Chapa Metálica                                                                                    	UN	8599	8	85	859	8599		18759	1500	servicos.servicos
18767	Análise Ecotoxicológica                                                                                                 	UN	9311	9	93	931	9311		18767	1500	servicos.servicos
18775	Transcodificação / Recodificação / Áudio / Vídeo / Equipamento Eletrônico                                               	UN	8599	8	85	859	8599		18775	1500	servicos.servicos
18783	Operador Máquina - Movimentação Carga                                                                                   	UN	8599	8	85	859	8599		18783	1500	servicos.servicos
18791	Conserto Instrumento Musical                                                                                            	UN	8729	8	87	872	8729		18791	1500	servicos.servicos
18805	Torrefação / Moagem - Café                                                                                              	UN	8599	8	85	859	8599		18805	1500	servicos.servicos
18813	Consultoria e Assessoria - Segurança Industrial                                                                         	UN	8319	8	83	831	8319		18813	1500	servicos.servicos
18821	Treinamento / Capacitação - Segurança Industrial                                                                        	UN	929	9	92	929			18821	1500	servicos.servicos
18830	Laboratório - Análise Química                                                                                           	UN	8356	8	83	835	8356		18830	1500	servicos.servicos
18848	Consignações                                                                                                            	UN	8599	8	85	859	8599		18848	1500	servicos.servicos
18856	Instalação / Manutenção - Peça / Acessório de Veículo Automotivo                                                        	UN	8729	8	87	872	8729		18856	1500	servicos.servicos
18864	Oncologia Clínica                                                                                                       	UN	9311	9	93	931	9311		18864	1500	servicos.servicos
18872	"Remanufaturamento Cartucho (Cabeça Impressão) / Impressora /Copiadora / Fax ""Suspenso""                                  "	UN	8729	8	87	872	8729		18872	1500	servicos.servicos
18880	Confecção Artefato em Resina                                                                                            	UN	8819	8	88	881	8819		18880	1500	servicos.servicos
18899	Psicomotricista - Consulta / Terapia                                                                                    	UN	9311	9	93	931	9311		18899	1500	servicos.servicos
18902	Gráfico - Impressão Etiqueta                                                                                            	UN	891	8	89	891			18902	1500	servicos.servicos
18910	Pecúlio                                                                                                                 	UN	711	7	71	711			18910	1500	servicos.servicos
18929	Confecção Bloco Nota Fiscal                                                                                             	UN	8819	8	88	881	8819		18929	1500	servicos.servicos
18937	Manutenção Aeronave - Transformador / Gerador                                                                           	UN	8714	8	87	871	8714		18937	1500	servicos.servicos
18945	Manutenção e Reparo de Guarda-Chuva / Guarda-Sol                                                                        	UN	8715	8	87	871	8715		18945	1500	servicos.servicos
18953	Dobragem e Etiquetagem - Correspondência / Impresso                                                                     	UN	891	8	89	891			18953	1500	servicos.servicos
18961	Confecção / Instalação Etiqueta Personalizada - Adesivo                                                                 	UN	891	8	89	891			18961	1500	servicos.servicos
18970	Laboratório Prótese Odontológica                                                                                        	UN	9311	9	93	931	9311		18970	1500	servicos.servicos
18988	Confecção Órtese Ortopédica                                                                                             	UN	8819	8	88	881	8819		18988	1500	servicos.servicos
18996	Confecção Produto Ortopédico                                                                                            	UN	8819	8	88	881	8819		18996	1500	servicos.servicos
19003	Escritório Virtual                                                                                                      	UN	8599	8	85	859	8599		19003	1500	servicos.servicos
19011	Tratamento Térmico Peça                                                                                                 	UN	8599	8	85	859	8599		19011	1500	servicos.servicos
19020	Laboratório - Análise Microbiológica                                                                                    	UN	9311	9	93	931	9311		19020	1500	servicos.servicos
19038	Gráfico - Confecção Talão Cheque                                                                                        	UN	891	8	89	891			19038	1500	servicos.servicos
19046	Manutenção / Administração / Guarda de Bens / Instalações Marítimas                                                     	UN	8599	8	85	859	8599		19046	1500	servicos.servicos
19054	Treinamento - Proteção Radiológica / Dosimetria                                                                         	UN	929	9	92	929			19054	1500	servicos.servicos
19062	Análise - Alimento / Insumo                                                                                             	UN	8356	8	83	835	8356		19062	1500	servicos.servicos
19070	Análise - Radiométrica / Radioquímica                                                                                   	UN	8356	8	83	835	8356		19070	1500	servicos.servicos
19089	Inspeção Radiológica - Médica / Odontológica                                                                            	UN	9311	9	93	931	9311		19089	1500	servicos.servicos
19097	Fontes Referência - Fornecimento / Calibração                                                                           	UN	8599	8	85	859	8599		19097	1500	servicos.servicos
19100	Irradiação Amostras - Técnicas Dosimétricas                                                                             	UN	8356	8	83	835	8356		19100	1500	servicos.servicos
19119	Duplicação / Etiquetagem / Distribuição - Informação Especializada                                                      	UN	891	8	89	891			19119	1500	servicos.servicos
19127	Controle Qualidade - Laboratório                                                                                        	UN	8356	8	83	835	8356		19127	1500	servicos.servicos
19135	Captura - Animal / Ave                                                                                                  	UN	8599	8	85	859	8599		19135	1500	servicos.servicos
19143	Análise Físico - Química Água                                                                                           	UN	8356	8	83	835	8356		19143	1500	servicos.servicos
19151	Locação de Equipamento - Circuito Interno / Fechado TV                                                                  	UN	7329	7	73	732	7329		19151	1500	servicos.servicos
19160	Manutenção de Redes - Água / Esgoto                                                                                     	UNM	941	9	94	941			19160	1500	servicos.servicos
19178	Obras Civís de Rede - Gás / Petróleo / Derivados                                                                        	UN	5459	5	54	545	5459		19178	1500	servicos.servicos
19186	Manutenção Equipamento Embalagem                                                                                        	UN	8715	8	87	871	8715		19186	1500	servicos.servicos
19194	Montagem / Restauração - Fotografia                                                                                     	UN	8381	8	83	838	8381		19194	1500	servicos.servicos
19208	Administração / Distribuição - Cartão Magnético                                                                         	UN	8599	8	85	859	8599		19208	1500	servicos.servicos
19216	Estudos Astronômicos                                                                                                    	UN	8399	8	83	839	8399		19216	1500	servicos.servicos
19224	Construção / Manutenção / Reforma - Telhado                                                                             	UNM2M	5453	5	54	545	5453		19224	1500	servicos.servicos
19232	Incineração Material Apreendido                                                                                         	UN	9421	9	94	942	9421		19232	1500	servicos.servicos
19240	Engenharia Minas                                                                                                        	UN	8339	8	83	833	8339		19240	1500	servicos.servicos
19259	Assinatura Obras Oficiais - Livro / Revista                                                                             	UN	612	6	61	612			19259	1500	servicos.servicos
19267	Edição / Impressão - Diário Oficial / Justiça                                                                           	UN	891	8	89	891			19267	1500	servicos.servicos
19275	Edição / Impressão Obras Públicas - Livro / Revista / Perió-dico                                                        	UN	891	8	89	891			19275	1500	servicos.servicos
