codigo	descricao	unidade_medida	cpc	codigo_secao	codigo_divisao	codigo_grupo	codigo_classe	codigo_subclasse	id	offset	item_filename
9067	Tisiopneumologia - Complacência Pulmonar                                                                                	UN	9311	9	93	931	9311		9067	500	servicos.servicos
9075	Tisiopneumologia - Curva de Fluxo - Volume - Estudos Dos Fluxos                                                         	UN	9311	9	93	931	9311		9075	500	servicos.servicos
9083	Tisiopneumologia - Determinação Da Mecânica Ventilatória -  Ventilação Voluntária Máxima                                	UN	9311	9	93	931	9311		9083	500	servicos.servicos
9091	Tisiopneumologia - Determinação Das Pressões Respiratórias  Máximas                                                     	UN	9311	9	93	931	9311		9091	500	servicos.servicos
9105	Tisiopneumologia - Espirografia com Determinação do Volume  Residual                                                    	UN	9311	9	93	931	9311		9105	500	servicos.servicos
3018	Manutenção em Equipamento de Extrusão em Elastômero                                                                     	UN	8715	8	87	871	8715		3018	0	servicos.servicos
3026	Manutenção de Forjas                                                                                                    	UN	8715	8	87	871	8715		3026	0	servicos.servicos
3034	Manutenção em Equipamento de Fundição em Ferro Fundido                                                                  	UN	8715	8	87	871	8715		3034	0	servicos.servicos
3042	Manutenção em Equipamento de Fundição em Aço Carbono                                                                    	UN	8715	8	87	871	8715		3042	0	servicos.servicos
3050	Manutenção em Equipamento de Fundição em Aço Inox                                                                       	UN	8715	8	87	871	8715		3050	0	servicos.servicos
3069	Manutenção em Equipamento de Fundição em Alumínio                                                                       	UN	8715	8	87	871	8715		3069	0	servicos.servicos
3077	Manutenção em Equipamento de Fundição em Cobre                                                                          	UN	8715	8	87	871	8715		3077	0	servicos.servicos
3085	Manutenção em Equipamento de Estamparia em Metal                                                                        	UN	8715	8	87	871	8715		3085	0	servicos.servicos
3093	Manutenção em Equipamento de Serralharia                                                                                	UN	8715	8	87	871	8715		3093	0	servicos.servicos
3107	Manutenção de Caldeiraria                                                                                               	UNM2	8715	8	87	871	8715		3107	0	servicos.servicos
3115	Manutenção de Usinagem                                                                                                  	UN	8715	8	87	871	8715		3115	0	servicos.servicos
3123	Manutenção em Equipamento de Soldagem                                                                                   	UN	8715	8	87	871	8715		3123	0	servicos.servicos
3131	Manutenção em Oficina de Carpintaria e Marcenaria                                                                       	UN	872	8	87	872			3131	0	servicos.servicos
3140	Manutenção de Vias Férreas (Via Permanente)                                                                             	UN	872	8	87	872			3140	0	servicos.servicos
3158	Manutenção e Reparo em Industria Naval                                                                                  	UN	872	8	87	872			3158	0	servicos.servicos
3166	Manutenção de Turbinas Hidráulicas / Termelétrica                                                                       	UN	871	8	87	871			3166	0	servicos.servicos
3174	Transporte Aéreo por Helicóptero / Avião                                                                                	UN	661	6	66	661			3174	0	servicos.servicos
3182	Transporte Marítimo e Fluvial de Pessoal / Carga                                                                        	UN	6512	6	65	651	6512		3182	0	servicos.servicos
3190	Transporte Marítimo e Fluvial de Carga Líquida                                                                          	UN	6512	6	65	651	6512		3190	0	servicos.servicos
3204	Transporte Marítimo e Fluvial de Carga Seca                                                                             	UN	6512	6	65	651	6512		3204	0	servicos.servicos
3212	Transporte de Mudança - Local                                                                                           	UN	6433	6	64	643	6433		3212	0	servicos.servicos
3220	Transporte de Mudança - Interestadual                                                                                   	UN	6433	6	64	643	6433		3220	0	servicos.servicos
3239	Transporte Rodoviário - Pessoal por Automóveis                                                                          	UNKMR	6431	6	64	643	6431		3239	0	servicos.servicos
3247	Transporte Rodoviário - Pessoal por Camionetas e Utilitários                                                            								3247	0	servicos.servicos
3255	"Transporte Rodoviário - Pessoal por Coletivos "" Inativo ""                                                               "	UN	97990	9	97	979	9799	97990	3255	0	servicos.servicos
3263	Transporte Rodoviário - Cargas / Encomendas                                                                             	UN	6433	6	64	643	6433		3263	0	servicos.servicos
3271	Transporte Rodoviário Valores                                                                                           	UN	6433	6	64	643	6433		3271	0	servicos.servicos
3280	Transporte Rodoviário - Materiais Embalados, Soltos e a Gra-nel                                                         	UN	6433	6	64	643	6433		3280	0	servicos.servicos
3298	Transporte Rodoviário - Produtos Siderúrgicos                                                                           	UN	6433	6	64	643	6433		3298	0	servicos.servicos
3301	Transporte Rodoviário - Granéis Líquidos                                                                                	UN	6433	6	64	643	6433		3301	0	servicos.servicos
3310	TRANSPORTE RODOVIÁRIO DE CARGAS PESADAS OU DE DIMENSÕES ESPECIAIS                                                       								3310	0	servicos.servicos
3328	TRANSPORTE RODOVIÁRIO DE SUBSTÂNCIAS PERIGOSAS                                                                          								3328	0	servicos.servicos
3336	Transporte Rodoviário - Explosivos                                                                                      	UN	64339	6	64	643	6433	64339	3336	0	servicos.servicos
3344	Transporte Ferroviário de Pessoal                                                                                       	UN	6421	6	64	642	6421		3344	0	servicos.servicos
3352	Transporte Ferroviário de Carga                                                                                         	UN	6422	6	64	642	6422		3352	0	servicos.servicos
3360	Transporte Intermodal / Multimodal                                                                                      	UN	679	6	67	679			3360	0	servicos.servicos
3379	Transporte Aéreo por Avião                                                                                              								3379	0	servicos.servicos
3387	Limpeza de Área Industrial                                                                                              								3387	0	servicos.servicos
3395	Limpeza de Faixas de Servidão                                                                                           								3395	0	servicos.servicos
3409	"Manutenção Jardim / Gramado ""Inativo ""                                                                                  "	UN	97990	9	97	979	9799	97990	3409	0	servicos.servicos
3417	Desinsetização / Desratização / Dedetização                                                                             	UNMÊS M2	943	9	94	943			3417	0	servicos.servicos
3425	Conservação de Cabines e Abrigos                                                                                        	UN	5429	5	54	542	5429		3425	0	servicos.servicos
3433	Confecção / Colocação / Remanejamento / Manutenção - Divisó-ria / Módulo                                                	UNM2	8819	8	88	881	8819		3433	0	servicos.servicos
3441	Conservação de Móveis e Utensílios de Escritório                                                                        								3441	0	servicos.servicos
3450	Manutenção de Máquinas de Escrever                                                                                      	UN	8712	8	87	871	8712		3450	0	servicos.servicos
3468	Manutenção de Máquinas de Calcular                                                                                      	UN	8712	8	87	871	8712		3468	0	servicos.servicos
3476	Manutenção de Fac-Símile                                                                                                	UN	8712	8	87	871	8712		3476	0	servicos.servicos
3484	Manutenção de Telex                                                                                                     	UN	8712	8	87	871	8712		3484	0	servicos.servicos
3492	Ar Condicionado - Manutenção de Aparelhos de Parede                                                                     	UN	8715	8	87	871	8715		3492	0	servicos.servicos
3506	Manutenção de Geladeiras e Bebedouros                                                                                   	UN	8715	8	87	871	8715		3506	0	servicos.servicos
3514	Manutenção de Relógios de Ponto                                                                                         	UN	8715	8	87	871	8715		3514	0	servicos.servicos
3522	Manutenção de Equipamentos de Microfilmagem                                                                             	UN	8715	8	87	871	8715		3522	0	servicos.servicos
3530	Informática - Manutenção de Computadores                                                                                	UN	8713	8	87	871	8713		3530	0	servicos.servicos
3549	Informática - Instalação / Manutenção de Periférico Inativo                                                             	UN	8713	8	87	871	8713		3549	0	servicos.servicos
3557	Instalação / Manutenção - Elevadores, Escadas Rolantes, Mon-ta - Cargas / Plataforma / Escadas                          	UN	54691	5	54	546	5469	54691	3557	0	servicos.servicos
3565	Manutenção de Veículos Leves e Pesados                                                                                  	UNH	87141	8	87	871	8714	87141	3565	0	servicos.servicos
3573	Manutenção de Veículos Pesados                                                                                          	UNH	87141	8	87	871	8714	87141	3573	0	servicos.servicos
3581	Manutenção de Aviões                                                                                                    	UN	8729	8	87	872	8729		3581	0	servicos.servicos
3590	Manutenção de Helicópteros                                                                                              	HOMEM/H UN	8729	8	87	872	8729		3590	0	servicos.servicos
3603	Manutenção de Embarcações                                                                                               	UN	8729	8	87	872	8729		3603	0	servicos.servicos
3611	Manutenção de Dragas                                                                                                    	UN	8729	8	87	872	8729		3611	0	servicos.servicos
3620	Manutenção e Reparo de Máquinas de Escavação e Terraplanagem                                                            	UN	871	8	87	871			3620	0	servicos.servicos
3638	Manutenção / Reparo - Equipamento Elevação  /   MovimentaçãoCarga                                                       	UN	871	8	87	871			3638	0	servicos.servicos
3646	Manutenção de Locomotivas                                                                                               	UN	8714	8	87	871	8714		3646	0	servicos.servicos
3654	Manutenção de Carros Ferroviários e Vagões                                                                              	UN	8714	8	87	871	8714		3654	0	servicos.servicos
3662	Manutenção Extintores / Mangueiras - Combate Incêndio                                                                   	UN	872	8	87	872			3662	0	servicos.servicos
3670	Manutenção de Equipamentos de Cozinha Industrial                                                                        	UN	871	8	87	871			3670	0	servicos.servicos
3689	"Vigilância e Segurança ""Inativo""                                                                                        "	UN	85250	8	85	852	8525	85250	3689	0	servicos.servicos
3697	Fornecimento de Refeições / Lanches / Salgados / Doces                                                                  	UN	6321	6	63	632	6321		3697	0	servicos.servicos
3700	Refeição Sistema Convênio (Tíquete)                                                                                     	UN	6321	6	63	632	6321		3700	0	servicos.servicos
3719	Prestaçao de Serviços de Agenciamento de Viagens                                                                        	UN	678	6	67	678			3719	0	servicos.servicos
3727	Reprografia                                                                                                             								3727	0	servicos.servicos
3735	Gráfico - Formulários Planos                                                                                            	UN	891	8	89	891			3735	0	servicos.servicos
3743	Microfilmagem - Sistema Convencional- Administrativo                                                                    	UN	838	8	83	838			3743	0	servicos.servicos
3751	Microfilmagem - Sistema Convencional - Engenharia                                                                       	UN	838	8	83	838			3751	0	servicos.servicos
3760	Microfilmagem                                                                                                           	UN	838	8	83	838			3760	0	servicos.servicos
3778	Audiovisual                                                                                                             	UN	961	9	96	961			3778	0	servicos.servicos
3786	Lavanderia e Tinturaria                                                                                                 	UN	971	9	97	971			3786	0	servicos.servicos
3794	Beneficiamento de Sucata                                                                                                	UN	893	8	89	893			3794	0	servicos.servicos
3808	Treinamento na Área de Administração                                                                                    	UN	929	9	92	929			3808	0	servicos.servicos
3816	Treinamento na Área Econômico - Financeira                                                                              	UN	929	9	92	929			3816	0	servicos.servicos
3824	Treinamento na Área Jurídica                                                                                            	UN	929	9	92	929			3824	0	servicos.servicos
3832	Treinamento na Área de Engenharia                                                                                       	UN	929	9	92	929			3832	0	servicos.servicos
3840	Treinamento Informática - Sistema / Software                                                                            	UNH	929	9	92	929			3840	0	servicos.servicos
3859	Treinamento na Área de Recursos Humanos                                                                                 	UN	929	9	92	929			3859	0	servicos.servicos
3867	Treinamento na Área Comercial                                                                                           	UN	929	9	92	929			3867	0	servicos.servicos
3875	Treinamento na Área de Suprimento                                                                                       	UN	929	9	92	929			3875	0	servicos.servicos
3883	Curso/Treinamento - Idioma Estrangeiro                                                                                  	UN	929	9	92	929			3883	0	servicos.servicos
3891	Tradução, Adaptação e Versão de Textos                                                                                  	UN	8391	8	83	839	8391		3891	0	servicos.servicos
3905	Importação                                                                                                              	UN	979	9	97	979			3905	0	servicos.servicos
3913	Desembaraço Alfandegário                                                                                                	UN	823	8	82	823			3913	0	servicos.servicos
3921	Despachos Aduaneiros                                                                                                    	UN	839	8	83	839			3921	0	servicos.servicos
3930	Despachante - Documentos Pessoais                                                                                       	UN	839	8	83	839			3930	0	servicos.servicos
3948	Despachante - Veículos                                                                                                  	UN	839	8	83	839			3948	0	servicos.servicos
3956	Agenciamento Marítimo                                                                                                   	UN	8599	8	85	859	8599		3956	0	servicos.servicos
3964	Operação de Embarcações                                                                                                 	UN	8599	8	85	859	8599		3964	0	servicos.servicos
3972	Leiloeiros                                                                                                              	UN	8599	8	85	859	8599		3972	0	servicos.servicos
3980	Exploração Comercial de Hotéis / Pousadas                                                                               	UN	631	6	63	631			3980	0	servicos.servicos
3999	"Limpeza e Conservação Predial ""Inativo""                                                                                 "	UN	97990	9	97	979	9799	97990	3999	0	servicos.servicos
4006	Locação de computadores / Periféricos                                                                                   	UN	7327	7	73	732	7327		4006	0	servicos.servicos
9113	Tisiopneumologia - Espirografia Simples - Capacidade Vital  Lenta                                                       	UN	9311	9	93	931	9311		9113	500	servicos.servicos
9121	Tisiopneumologia - Espirometria - Volumes Expiratórios Forçados                                                         	UN	9311	9	93	931	9311		9121	500	servicos.servicos
9130	Tisiopneumologia - Espirometria Após Broncodilatador                                                                    	UN	9311	9	93	931	9311		9130	500	servicos.servicos
9148	Tisiopneumologia - Gasometria Arterial Após 02 a 100%                                                                   	UN	9311	9	93	931	9311		9148	500	servicos.servicos
9156	Tisiopneumologia - Gasometria Arterial em Exercício                                                                     	UN	9311	9	93	931	9311		9156	500	servicos.servicos
9164	Tisiopneumologia - Gasometria Arterial de Repouso                                                                       	UN	9311	9	93	931	9311		9164	500	servicos.servicos
9172	Tisiopneumologia - Medida Da Difusao do Monóxido de Carbono                                                             	UN	9311	9	93	931	9311		9172	500	servicos.servicos
9180	Tisiopneumologia - Medida de Pico de Fluxo Expiratório                                                                  	UN	9311	9	93	931	9311		9180	500	servicos.servicos
9199	Tisiopneumologia - Medida Seriada por 3 Semanas do Pico de  Fluxo Expiratório                                           	UN	9311	9	93	931	9311		9199	500	servicos.servicos
9202	Tisiopneumologia - Nebulização Simples                                                                                  	UN	9311	9	93	931	9311		9202	500	servicos.servicos
9210	Tisiopneumologia - Nebulização Simples com Broncodilatador                                                              	UN	9311	9	93	931	9311		9210	500	servicos.servicos
9229	Tisiopneumologia - Nebulização Ultra - Sônica                                                                           	UN	9311	9	93	931	9311		9229	500	servicos.servicos
9237	Tisiopneumologia - Oximetria Não Invasiva                                                                               	UN	9311	9	93	931	9311		9237	500	servicos.servicos
9245	Tisiopneumologia - Polissonografia com Determinação  Das  Variáveis Ventilatórias, Oximetria e Ecg                      	UN	9311	9	93	931	9311		9245	500	servicos.servicos
9253	Tisiopneumologia - Prova Ventilatória Completa com  Broncodilatador ( 6 + 3 + 7 + 8 + 2 )                               	UN	9311	9	93	931	9311		9253	500	servicos.servicos
9261	Tisiopneumologia - Prova Ventilatória Completa sem  Broncodilatador ( 6 + 3 + 7 + 2 )                                   	UN	9311	9	93	931	9311		9261	500	servicos.servicos
9270	Tisiopneumologia - Regulação Ventilatória - 1 )  Medida  Da Ventilação e do Padrão Ventilatório                         	UN	9311	9	93	931	9311		9270	500	servicos.servicos
9288	Tisiopneumologia - Regulação Ventilatória - 2 ) Determinação Da Pressão de Oclusão                                      	UN	9311	9	93	931	9311		9288	500	servicos.servicos
9296	Tisiopneumologia - Regulação Ventilatória - 3 )  Resposta a Hipoxia e Hipercapnia                                       	UN	9311	9	93	931	9311		9296	500	servicos.servicos
9300	Tisiopneumologia - Resistência Das Vias Aéreas                                                                          	UN	9311	9	93	931	9311		9300	500	servicos.servicos
9318	Tisiopneumologia - Teste de Broncoprovocação                                                                            	UN	9311	9	93	931	9311		9318	500	servicos.servicos
9326	Tisiopneumologia - Teste Cardiopulmonar de Exercício 1) Estágio I Medidas Ventilatórias, Pa, Fc, Oximetria, Dispneia    	UN	9311	9	93	931	9311		9326	500	servicos.servicos
9334	Tisiopneumologia - Teste Cardiopulmonar de Exercício                                                                    	UN	9311	9	93	931	9311		9334	500	servicos.servicos
9342	Quimioterapia do Câncer - Tratamento em Paciente Internados                                                             	UN	9311	9	93	931	9311		9342	500	servicos.servicos
9350	Quimioterapia do Câncer - Tratamento Paciente de Ambulatório                                                            	UN	9311	9	93	931	9311		9350	500	servicos.servicos
9369	Medicina Nuclear - In Vivo - Cardiovascular                                                                             	UN	9311	9	93	931	9311		9369	500	servicos.servicos
9377	Medicina Nuclear - In Vivo - Digestivo                                                                                  	UN	9311	9	93	931	9311		9377	500	servicos.servicos
9385	Medicina Nuclear - In Vivo - Endócrino                                                                                  	UN	9311	9	93	931	9311		9385	500	servicos.servicos
9393	Medicina Nuclear - In Vivo - Geniturinario                                                                              	UN	9311	9	93	931	9311		9393	500	servicos.servicos
9407	Medicina Nuclear - In Vivo - Hematológico                                                                               	UN	9311	9	93	931	9311		9407	500	servicos.servicos
9415	Medicina Nuclear - In Vivo - Músculo Esquelético                                                                        	UN	9311	9	93	931	9311		9415	500	servicos.servicos
9423	Medicina Nuclear - In Vivo - Nervoso                                                                                    	UN	9311	9	93	931	9311		9423	500	servicos.servicos
9431	Medicina Nuclear - In Vivo - Oncologia / Infectologia                                                                   	UN	9311	9	93	931	9311		9431	500	servicos.servicos
9440	Medicina Nuclear - In Vivo - Respiratório                                                                               	UN	9311	9	93	931	9311		9440	500	servicos.servicos
9458	Medicina Nuclear - In Vivo - Tratamento de Hipertiroidismo                                                              	UN	9311	9	93	931	9311		9458	500	servicos.servicos
9466	Medicina Nuclear - In Vivo - Tratamento do Câncer Da Tireói-de                                                          	UN	9311	9	93	931	9311		9466	500	servicos.servicos
9474	Medicina Nuclear - In Vivo - Tratamento Da Policitemia Vera                                                             	UN	9311	9	93	931	9311		9474	500	servicos.servicos
9482	Medicina Nuclear - In Vivo - Tratamento de Metástase  Óssea ( Estrôncio )                                               	UN	9311	9	93	931	9311		9482	500	servicos.servicos
9490	Medicina Nuclear - In Vivo - Dacriocistografia                                                                          	UN	9311	9	93	931	9311		9490	500	servicos.servicos
9504	"Medicina Nuclear - In Vivo - Estudo do "" Shunt "" de Le Veen                                                             "	UN	9311	9	93	931	9311		9504	500	servicos.servicos
9512	Medicina  Nuclear -  In Vivo - Imuno Cintilografia ( Anticorpos Monoclonais )                                           	UN	9311	9	93	931	9311		9512	500	servicos.servicos
9520	Medicina Nuclear - In Vivo - Cintilografia com Mibg ( Metaiodobezilguanidina )                                          	UN	9311	9	93	931	9311		9520	500	servicos.servicos
9539	Medicina Nuclear - In Vivo - Densiometria Óssea Duo Energética ( Segmento )                                             	UN	9311	9	93	931	9311		9539	500	servicos.servicos
9547	Medicina Nuclear - In Vivo - Densiometria Duo  Energética   ( Corpo Inteiro )                                           	UN	9311	9	93	931	9311		9547	500	servicos.servicos
9555	Medicina Nuclear - In Vitro - Radioimunoensaio                                                                          	UN	9311	9	93	931	9311		9555	500	servicos.servicos
9563	Radiodiagnóstico - Crânio e Face                                                                                        	UN	9311	9	93	931	9311		9563	500	servicos.servicos
9571	Radiodiagnóstico - Coluna Vertebral                                                                                     	UN	9311	9	93	931	9311		9571	500	servicos.servicos
9580	Radiodianóstico  -  Esqueleto Toráxico e Membros Superiores                                                             	UN	9311	9	93	931	9311		9580	500	servicos.servicos
9598	Radiodiagnóstico - Bacia e Membros Inferiores                                                                           	UN	9311	9	93	931	9311		9598	500	servicos.servicos
9601	Radiodianóstico -   Órgãos Internos do Tórax                                                                            	UN	9311	9	93	931	9311		9601	500	servicos.servicos
9610	Radiodiagnóstico - Aparelho Digestivo                                                                                   	UN	9311	9	93	931	9311		9610	500	servicos.servicos
9628	Radiodiagnóstico - Aparelho Geniturinário                                                                               	UN	9311	9	93	931	9311		9628	500	servicos.servicos
9636	Radiodiagnóstico - Abdômen Simples - A. P.                                                                              	UN	9311	9	93	931	9311		9636	500	servicos.servicos
9644	Radiodiagnóstico - Abdômen - A. P. - Lat ou Localizada                                                                  	UN	9311	9	93	931	9311		9644	500	servicos.servicos
9652	Radiodiagnóstico - Abdômen Agudo                                                                                        	UN	9311	9	93	931	9311		9652	500	servicos.servicos
9660	Radiodianóstico -   Planigrafia de Osso                                                                                 	UN	9311	9	93	931	9311		9660	500	servicos.servicos
9679	Radiodianóstico -   Mamografia                                                                                          	UN	9311	9	93	931	9311		9679	500	servicos.servicos
9687	Radiodianóstico -   Localização Tridimensional de Corpo Estranho No Globo Ocular                                        	UN	9311	9	93	931	9311		9687	500	servicos.servicos
9695	Solda - Oxigênio                                                                                                        	UN	8599	8	85	859	8599		9695	500	servicos.servicos
9709	Solda - Elétrica                                                                                                        	UN	8599	8	85	859	8599		9709	500	servicos.servicos
9717	Torno - Barramento de 1 a 3 Metros                                                                                      	UN	8599	8	85	859	8599		9717	500	servicos.servicos
9725	Fresa - Morsa 1,20 Metro                                                                                                	UN	8599	8	85	859	8599		9725	500	servicos.servicos
9733	Radiodianóstico -   Xeromamografia                                                                                      	UN	9311	9	93	931	9311		9733	500	servicos.servicos
9741	Arqueamento de Mola de Suspensão                                                                                        	UN	97990	9	97	979	9799	97990	9741	500	servicos.servicos
9750	Radiodiagnóstico - Densitometria Óssea                                                                                  	UN	9311	9	93	931	9311		9750	500	servicos.servicos
9768	Radiodianóstico  -  Esqueleto( Incidências Básicas de CrânioColuna, Bacia e Membros )                                   	UN	9311	9	93	931	9311		9768	500	servicos.servicos
9776	Radiodiagnóstico - Broncografia Unilateral                                                                              	UN	9311	9	93	931	9311		9776	500	servicos.servicos
9784	Radiodianóstico  -  Laringografia                                                                                       	UN	9311	9	93	931	9311		9784	500	servicos.servicos
9792	Radiodianóstico -   Pneumoperitônio                                                                                     	UN	9311	9	93	931	9311		9792	500	servicos.servicos
9806	Radiodianóstico   - Ductografia                                                                                         	UN	9311	9	93	931	9311		9806	500	servicos.servicos
9814	Radiodianóstico -   Sialografia                                                                                         	UN	9311	9	93	931	9311		9814	500	servicos.servicos
9822	Radiodianóstico  -  Histerossalpingografia                                                                              	UN	9311	9	93	931	9311		9822	500	servicos.servicos
9830	Radiodianóstico -   Pneumopelvigrafia                                                                                   	UN	9311	9	93	931	9311		9830	500	servicos.servicos
9849	Radiodiagnóstico - Artrografia                                                                                          	UN	9311	9	93	931	9311		9849	500	servicos.servicos
9857	Radiodianóstico  -  Flebografia Intra - Óssea                                                                           	UN	9311	9	93	931	9311		9857	500	servicos.servicos
9865	Radiodianóstico  -  Fistulografia                                                                                       	UN	9311	9	93	931	9311		9865	500	servicos.servicos
9873	Radiodiagnóstico - Colangiografia Transcutânea                                                                          	UN	9311	9	93	931	9311		9873	500	servicos.servicos
9881	Radiodiagnóstico - Colangiografia Retrógrada                                                                            	UN	9311	9	93	931	9311		9881	500	servicos.servicos
9890	Radiodiagnóstico - Dacriocistografia                                                                                    	UN	9311	9	93	931	9311		9890	500	servicos.servicos
9903	Manutenção em Bomba e Bico Injetor de Combustível                                                                       	UN	8729	8	87	872	8729		9903	500	servicos.servicos
9911	"Passagem Aérea Nacional / Internacional - Reserva e Venda   ""inativo""                                                   "	UN	97990	9	97	979	9799	97990	9911	500	servicos.servicos
9920	Informação Sobre Roteiro Turístico Nacional e Internacional                                                             	UN	6782	6	67	678	6782		9920	500	servicos.servicos
9938	Informação Sobre Eventos Sociais, Esportivos, Culturais  Na-cionais e Internacionais                                    	UN	6782	6	67	678	6782		9938	500	servicos.servicos
9946	Reserva em Hotéis Nacionais e Internacionais                                                                            	UN	6311	6	63	631	6311		9946	500	servicos.servicos
9954	Instalação / Manutenção / Reparo - Porta Sanfonada /  Persiana ( Horizontal / Vertical )                                	UN	872	8	87	872			9954	500	servicos.servicos
9962	Manutenção em Piscinas                                                                                                  	UN	8512	8	85	851	8512		9962	500	servicos.servicos
9970	Reparo em Porta Sanfonada com Revestimento de Plástico                                                                  	UN	872	8	87	872			9970	500	servicos.servicos
9989	Manutenção e Reparo de Aparelhos Eletrodomésticos                                                                       	UN	8715	8	87	871	8715		9989	500	servicos.servicos
9997	Gráfico - Formulários Contínuos                                                                                         	UN	8912	8	89	891	8912		9997	500	servicos.servicos
10006	Gráfico - Envelopes                                                                                                     	UN	97990	9	97	979	9799	97990	10006	500	servicos.servicos
10014	Recrutamento e Seleção de Pessoal / Concurso Público / Vestibular                                                       	UN	851	8	85	851			10014	500	servicos.servicos
10022	Transcrição de Texto                                                                                                    	UN	97990	9	97	979	9799	97990	10022	500	servicos.servicos
10030	Confecção - Bordado - Aviamento de Roupa / fardamento / camiseta                                                        	UN	8812	8	88	881	8812		10030	500	servicos.servicos
10049	Publicação, Impressão de Jornal / Revista / Livro                                                                       	UN	8912	8	89	891	8912		10049	500	servicos.servicos
10057	Medicina Nuclear - In Vivo - Tratamento com Mibg                                                                        	UN	9311	9	93	931	9311		10057	500	servicos.servicos
10065	Medicina Nuclear - In Vivo - Densitometria Óssea Duo Energé-tico P/ Coluna Lombar e 1/3 Proximal do Femur ou Segmentos  	UN	9311	9	93	931	9311		10065	500	servicos.servicos
10073	Medicina Nuclear - In Vivo - Densitometria Óssea Prótese  Femur                                                         	UN	9311	9	93	931	9311		10073	500	servicos.servicos
10081	Medicina Nuclear - In Vivo - Morfometria Digital /  Coluna  Lombar                                                      	UN	9311	9	93	931	9311		10081	500	servicos.servicos
10090	Medicina Nuclear - In Vivo - Morfometria Digital / Fumur Proximal                                                       	UN	9311	9	93	931	9311		10090	500	servicos.servicos
10103	Plastificação de Documentos                                                                                             	UN	8912	8	89	891	8912		10103	500	servicos.servicos
4014	Locação de Veículos - Leves / Pesados                                                                                   	UN	732	7	73	732			4014	0	servicos.servicos
4022	Locação de Veículos - Pesados                                                                                           	D MÊS	7329	7	73	732	7329		4022	0	servicos.servicos
4030	Locação de Máquinas de Escavação / Terraplenagem / Agrícola                                                             	UN	732	7	73	732			4030	0	servicos.servicos
4049	Locação Equipamento Elevação / Movimentação de Carga                                                                    	UN	732	7	73	732			4049	0	servicos.servicos
4057	Locação de Andaimes                                                                                                     	UNM2	732	7	73	732			4057	0	servicos.servicos
4065	Locação de Equipamentos de Telecomunicações                                                                             	UN	732	7	73	732			4065	0	servicos.servicos
4073	Comercialização / Locação - Máquinas de Reprografia                                                                     								4073	0	servicos.servicos
4081	Prestação de Serviços Temporários                                                                                       	UN	851	8	85	851			4081	0	servicos.servicos
4090	Locação de Máquinas de Escrever e Calcular                                                                              	UN	731	7	73	731			4090	0	servicos.servicos
4103	Consultoria / Assessoria - Logística                                                                                    	UN	831	8	83	831			4103	0	servicos.servicos
4111	Informática - Disquete Formatado (Software)                                                                             	UN	73310	7	73	733	7331	73310	4111	0	servicos.servicos
4120	Energia Elétrica - Fornecimento Mercado Regulado                                                                        	UN	6911	6	69	691	6911		4120	0	servicos.servicos
4138	Fornecimento de Gás Canalizado                                                                                          	UN	6912	6	69	691	6912		4138	0	servicos.servicos
4146	Fornecimento de Água Canalizada                                                                                         	UN	692	6	69	692			4146	0	servicos.servicos
4154	"Fornecimento de Água Engarrafada "" Inativo ""                                                                            "	UN	97990	9	97	979	9799	97990	4154	0	servicos.servicos
4162	Atos e Solenidades Ecumênicas                                                                                           	UN	979	9	97	979			4162	0	servicos.servicos
4170	Serviço Funerário de Cremação / Sepultamento / Translado                                                                	H UN	973	9	97	973			4170	0	servicos.servicos
4189	Fretamento                                                                                                              	UN	732	7	73	732			4189	0	servicos.servicos
4197	Divulgação Escrita / Televisada                                                                                         	UN	844	8	84	844			4197	0	servicos.servicos
4200	Serviço Técnico de Divulgação Falada (Servicos Gerais)                                                                  	UN	844	8	84	844			4200	0	servicos.servicos
4219	Divulgação Televisada (Servicos Gerais)                                                                                 	UN	844	8	84	844			4219	0	servicos.servicos
4227	Publicações Promocionais / Editais                                                                                      	UN	836	8	83	836			4227	0	servicos.servicos
4235	Aquisição de Materiais para Distribuição Gratuita                                                                       	UN	97990	9	97	979	9799	97990	4235	0	servicos.servicos
4243	Assinatura de Jornais, Revistas e Periódicos                                                                            	UN	61251	6	61	612	6125	61251	4243	0	servicos.servicos
4251	Comunicação Telefônica - Locação / Serviço                                                                              	UN	841	8	84	841			4251	0	servicos.servicos
4260	Comunicação - Telex / Telégrafo                                                                                         	UN	841	8	84	841			4260	0	servicos.servicos
4278	Comunicação por Fac-Simile                                                                                              	UN	841	8	84	841			4278	0	servicos.servicos
4286	Comunicação por Correio                                                                                                 	UN	681	6	68	681			4286	0	servicos.servicos
4294	DESPESAS DE CARÁTER SECRETO OU RESERVADO                                                                                								4294	0	servicos.servicos
4308	"Locação de Veículos - Transporte de Pessoal "" Inativo ""                                                                 "	UN	67910	6	67	679	6791	67910	4308	0	servicos.servicos
4316	Locação de Imóvel                                                                                                       	UN	721	7	72	721			4316	0	servicos.servicos
4324	Estudos e Projetos de Instalação de Elevadores - InstalaçõesPrediais                                                    	UN	8319	8	83	831	8319		4324	0	servicos.servicos
4332	Divulgação Escrita (Servicos Técnicos Especializados)                                                                   	UN	841	8	84	841			4332	0	servicos.servicos
4340	Divulgação Falada (Servicos Técnicos Especializados)                                                                    	UN	841	8	84	841			4340	0	servicos.servicos
