codigo	descricao	codigo_grupo	id	offset	item_filename
8339	OUTROS SERVIÇOS DE ENGENHARIA                                                                                           	833	8339	0	servicos.classes
8351	SERVIÇOS DE PROSPECÇÃO GEOLÓGICA,GEOFÍSICA E OUTROS SERVIÇOS DE PROSPECÇÃO                                              	835	8351	0	servicos.classes
8352	SERVIÇOS DE TOPOGRAFIA/INSPEÇÃO ABAIXO DA SUPERFÍCIE                                                                    	835	8352	0	servicos.classes
8353	SERVIÇOS DE TOPOGRAFIA/INSPEÇÃO DE SUPERFÍCIE                                                                           	835	8353	0	servicos.classes
8354	SERVIÇOS DE CARTOGRAFIA/CONFECÇÃO DE MAPAS                                                                              	835	8354	0	servicos.classes
8355	SERVIÇOS METEOROLÓGICOS E DE PREVISÃO DO TEMPO                                                                          	835	8355	0	servicos.classes
8356	SERVIÇOS DE ENSAIO E ANÁLISES TÉCNICAS                                                                                  	835	8356	0	servicos.classes
8361	SERVIÇOS DE PUBLICAÇÃO, PRODUÇÃO JORNALÍSTICA, DIVULGAÇÃO TÉ                                                            	836	8361	0	servicos.classes
8369	OUTROS SERVIÇOS DE PUBLICIDADE                                                                                          	836	8369	0	servicos.classes
8370	SERVIÇOS DE PESQUISA DE MERCADO E DE OPINIÃO PÚBLICA(ENQUETE)                                                           	837	8370	0	servicos.classes
8371	SERVIÇOS DE PESQUISA E ANÁLISE DE: MERCADO, DADOS ESTATÍSTIC                                                            	837	8371	0	servicos.classes
8372	SERVIÇOS DE PESQUISA CARTOGRÁFICA, GEODÉSICA, MARÍTIMA, MINE                                                            	837	8372	0	servicos.classes
8373	SERVIÇOS DE PESQUISA DE DOENÇA INFECTO CONTAGIOSA                                                                       	837	8373	0	servicos.classes
8381	SERVICOS FOTOGRAFICOS                                                                                                   	838	8381	0	servicos.classes
8391	SERVIÇOS DE TRADUÇÃO E INTERPRETAÇÃO                                                                                    	839	8391	0	servicos.classes
8399	TODOS OS OUTROS SERVIÇOS DE NEGÓCIOS TÉCNICOS E PROFISSIONAIS                                                           	839	8399	0	servicos.classes
8411	SERVIÇOS DE PROVEDORES                                                                                                  	841	8411	0	servicos.classes
8412	SERVIÇOS DE TELEFONES FIXOS                                                                                             	841	8412	0	servicos.classes
8413	SERVIÇOS DE TELECOMUNICAÇÕES MÓVEIS                                                                                     	841	8413	0	servicos.classes
8414	SERVIÇOS DE REDES PRIVADAS                                                                                              	841	8414	0	servicos.classes
8415	SERVIÇOS DE TRANSMIÇÃO DE DADOS                                                                                         	841	8415	0	servicos.classes
8416	TODOS OS DEMAIS SERVIÇOS DE TELECOMUNICAÇÕES                                                                            	841	8416	0	servicos.classes
8417	SERVIÇOS DE DISTRIBUIÇÃO DE PROGRAMAS                                                                                   	841	8417	0	servicos.classes
8421	SERVIÇOS DE TELECOMUNICAÇÕES DE INTERNET                                                                                	842	8421	0	servicos.classes
8422	SERVIÇOS DE ACESSO À INTERNET                                                                                           	842	8422	0	servicos.classes
8439	SERVIÇOS DE FORNECIMENTO DE INFORMAÇÕES ON-LINE                                                                         	843	8439	0	servicos.classes
8441	SERVIÇOS DE AGÊNCIAS DE NOTÍCIAS/IMPRENSA AOS JORNAIS E AOS PERIÓDICOS                                                  	844	8441	0	servicos.classes
8442	SERVIÇOS DE AGÊNCIAS DE NOTÍCIAS/IMPRENSA AOS MEIOS AUDIOVI-SUAIS                                                       	844	8442	0	servicos.classes
8451	SERVIÇOS DE BIBLIOTECA                                                                                                  	845	8451	0	servicos.classes
8511	SERVIÇOS DE AGÊNCIAS DE PESQUISA DE EXECUTIVOS E DE EMPREGO                                                             	851	8511	0	servicos.classes
8512	PRESTAÇÃO DE SERVIÇOS DE PESSOAL                                                                                        	851	8512	0	servicos.classes
8521	SERVIÇOS DE INVESTIGAÇÃO                                                                                                	852	8521	0	servicos.classes
8522	SERVIÇOS DE CONSULTORIA EM SEGURANÇA                                                                                    	852	8522	0	servicos.classes
8523	SERVIÇO DE MONITORAÇÃO DE ALARME                                                                                        	852	8523	0	servicos.classes
8524	SERVIÇOS DE CARRO FORTE/VEÍCULOS BLINDADOS                                                                              	852	8524	0	servicos.classes
8525	SERVIÇOS DE PROTEÇÃO                                                                                                    	852	8525	0	servicos.classes
8529	OUTROS SERVIÇOS DE SEGURANÇA                                                                                            	852	8529	0	servicos.classes
8531	SERVIÇO DE DESINFECÇÃO E EXTERMINAÇÃO                                                                                   	853	8531	0	servicos.classes
8532	SERVIÇOS DE LIMPEZA DE JANELA                                                                                           	853	8532	0	servicos.classes
8533	SERVIÇOS GERAIS DE LIMPEZA                                                                                              	853	8533	0	servicos.classes
8534	SERVIÇO ESPECIALIZADO DE LIMPEZA                                                                                        	853	8534	0	servicos.classes
8541	SERVIÇOS DE EMPACOTAMENTO                                                                                               	854	8541	0	servicos.classes
8591	SERVIÇOS DE INFORMAÇÕES CREDITÍCIAS                                                                                     	859	8591	0	servicos.classes
8592	SERVIÇOS DE AGÊNCIAS DE COBRANÇA                                                                                        	859	8592	0	servicos.classes
8593	SERVIÇOS DE SUPORTE DE CHAMADAS TELEFÔNICAS                                                                             	859	8593	0	servicos.classes
8594	SERVIÇOS DE CÓPIAS                                                                                                      	859	8594	0	servicos.classes
8595	SERVIÇOS DE COPILAÇÃO DE LISTAS DE ENVIOS POR CORREIO E SER-VIÇOS DE ENVIO POR CORREIO                                  	859	8595	0	servicos.classes
8596	SERVIÇOS DE PROCESSAMENTO DE DADOS                                                                                      	859	8596	0	servicos.classes
8597	SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS DE COMÉRCIO E EXPOSIÇÕES                                                              	859	8597	0	servicos.classes
8599	OUTROS SERVIÇOS DE SUPORTE N.C.P                                                                                        	859	8599	0	servicos.classes
8611	SERVIÇOS RELATIVOS À PRODUÇÃO                                                                                           	861	8611	0	servicos.classes
8612	SERVIÇOS DE CRIAÇÃO ANIMAL                                                                                              	861	8612	0	servicos.classes
8615	SERVIÇOS RELACIONADOS COM PESCA                                                                                         	861	8615	0	servicos.classes
8619	SERVIÇOS RELATIVOS À AGRICULTURA, CAÇA, REFLORESTAMENTO E PE                                                            	861	8619	0	servicos.classes
8621	SERVIÇOS RELACIONADOS COM A MINERAÇÃO                                                                                   	862	8621	0	servicos.classes
8631	SERVIÇOS RELATIVOS A ELETRICIDADE, GÁS, E A DISTRIBUIÇÃO DE ÁGUA                                                        	863	8631	0	servicos.classes
8711	SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,EXCETO MAQUINARIA E EQUIPQMENTOS                        	871	8711	0	servicos.classes
8712	SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA DE ESCRITÓRIO E CONTABILIDADE                                             	871	8712	0	servicos.classes
8713	SERVIÇOS DE MANUTENÇÃO,REPARO E ATENÇÃO AO EQUIPAMENTO DE INFORMÁTICA                                                   	871	8713	0	servicos.classes
8714	SERVIÇOS DE MANUTENÇÃO E REPARO DA MAQUINARIA E EQUIPAMENTOSDE TRANSPORTE                                               	871	8714	0	servicos.classes
8715	SERVIÇOS DE MANUTENÇÃO E REPARO DE OUTRAS MAQUINARIAS E EQUIPAMENTOS                                                    	871	8715	0	servicos.classes
8721	SERVIÇOS DE REPARO DE CALÇADOS E ARTIGOS DE COURO                                                                       	872	8721	0	servicos.classes
8722	SERVIÇOS DE REPARO DE RELÓGIOS E JÓIAS                                                                                  	872	8722	0	servicos.classes
8723	SERVIÇOS DE REPARO DE VESTUÁRIOS E PRODUTOS TÊXTEIS DOMÉSTI-COS                                                         	872	8723	0	servicos.classes
8724	SERVIÇOS DE REPARO DE MOBILIÁRIO                                                                                        	872	8724	0	servicos.classes
8729	SERVIÇOS DE MANUTENÇÃO E REPARO DE OUTROS PRODUTOS N.C.P                                                                	872	8729	0	servicos.classes
8731	SERVIÇOS DE INSTALAÇÃO DE PRODUTOS FABRICADO DE METAL,EXCETOA MAQUINARIA E O EQUIPAMENTO                                	873	8731	0	servicos.classes
8732	SERVIÇOS DE INSTALAÇÃO DE MAQUINARIA E DE EQUIPAMENTOS INDUSTRIAIS DE MANFATURA E SERVIÇOS                              	873	8732	0	servicos.classes
8733	SERVIÇOS DE INSTALAÇÃO DE MÁQUINAS DE ESCRITÓRIO DE CONTABI-LIDADE E COMPUTADORES                                       	873	8733	0	servicos.classes
8734	SERVIÇOS DE INSTALAÇÃO DE EQUIPAMENTOS DE RÁDIO,TELEVISÃO E INSTRUMENTOS DE COMUNICAÇÃO                                 	873	8734	0	servicos.classes
8735	SERVIÇOS DE INSTALAÇÃO DA MAQUINARIA E DOS EQUIPAMENTOS MÉDICOS PROFISSIONAIS,E INSTRUMENTOS DE PRECISÃO E ÓTICOS       	873	8735	0	servicos.classes
8736	SERVIÇOS DE INSTALAÇÃO DA MAQUINARIA ELÉTRICA E DOS INSTRU- MENTOS N.C.P                                                	873	8736	0	servicos.classes
8739	SERVIÇOS DE INSTALAÇÃO DE OUTROS BENS N.C.P                                                                             	873	8739	0	servicos.classes
8811	SERVIÇOS DE MANUFATURA DE ALIMENTOS, BEBIDAS E TABACO                                                                   	881	8811	0	servicos.classes
8812	SERVIÇOS DE MANUFATURA DE ARTIGOS TÊXTEIS, PEÇAS DE VESTIR EARTIGOS DE COURO                                            	881	8812	0	servicos.classes
8813	SERVIÇOS DE MANUFATURA DE MADEIRA E DE CORTIÇA, EXCETO MÓVEIS, E DE MANUFATURA DE ARTIGOS DE PALHA E MATERIAL TRANÇÁVEL 	881	8813	0	servicos.classes
8814	SERVIÇO DE MANUFATURA E PRODUÇÃO DE PAPEL                                                                               	881	8814	0	servicos.classes
8816	SERVIÇO DE MANUFATURA DE SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                	881	8816	0	servicos.classes
8817	SERVIÇOS DE MANUFATURA DE PRODUTOS LÁTEX, BORRACHA E DE PLÁSTICOS                                                       	881	8817	0	servicos.classes
8818	SERVIÇOS DE MANUFATURA DE PRODUTOS MINERAIS NÃO METÁLICOS                                                               	881	8818	0	servicos.classes
8819	OUTROS SERVIÇOS DE MANUFATURA, EXCETO DE PRODUTOS METÁLICOS,MAQUINARIA E EQUIPAMENTO                                    	881	8819	0	servicos.classes
8821	SERVIÇOS DE FABRICAÇÃO REALIZADOS EM METAIS                                                                             	882	8821	0	servicos.classes
8822	SERVIÇOS DE FABRICAÇÃO DE EQUIPAMENTOS DE TRANSPORTE                                                                    	882	8822	0	servicos.classes
8911	SERVIÇOS DE PUBLICAÇÃO,COMISSIONADO OU POR CONTRATO                                                                     	891	8911	0	servicos.classes
8912	SERVIÇOS DE IMPRESSÃO E DE REPRODUÇÃO POR MEIOS DE GRAVAÇÃO,COMISSIONADO OU POR CONTRATO                                	891	8912	0	servicos.classes
8942	SERVIÇOS DE RECICLAGEM DE RESÍDUOS NÃO METÁLICOS                                                                        	894	8942	0	servicos.classes
9114	SERVIÇOS GERAIS PARA O GOVERNO N.C.P.                                                                                   	911	9114	0	servicos.classes
9231	SERVIÇOS DE EDUCAÇÃO TÉCNICA E PROFISSIONAL PÓS-SECUNDÁRIO                                                              	923	9231	0	servicos.classes
9239	OUTROS SERVIÇOS DE EDUCAÇÃO UNIVERSITÁRIA E SUPERIOR                                                                    	923	9239	0	servicos.classes
9290	OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               	929	9290	0	servicos.classes
9311	SERVIÇOS HOSPITALARES                                                                                                   	931	9311	0	servicos.classes
9312	SERVICOS MEDICOS E ODONTOLOGICOS                                                                                        	931	9312	0	servicos.classes
9319	OUTROS SERVIÇOS DE SAÚDE HUMANA                                                                                         	931	9319	0	servicos.classes
9321	SERVIÇOS DE VETERINÁRIA                                                                                                 	932	9321	0	servicos.classes
9331	SERVIÇOS SOCIAIS                                                                                                        	933	9331	0	servicos.classes
9411	SERVIÇOS DE TRATAMENTO DE ESGOTO                                                                                        	941	9411	0	servicos.classes
9412	SERVIÇOS DE ESVAZIAMENTO E LIMPEZA DE TANQUES/DEPÓSITOS                                                                 	941	9412	0	servicos.classes
9421	SERVIÇOS DE COLETA,TRATAMENTO E ELIMINAÇÃO DE RESÍDUOS NÃO  PERIGOSOS                                                   	942	9421	0	servicos.classes
9422	SERVIÇOS DE COLETA,TRATAMENTO E ELIMINAÇÃO DE RESÍDUOS PERI-GOSOS                                                       	942	9422	0	servicos.classes
9431	SERVIÇOS DE VARREDURA/VARRIDO E DE REMOÇÃO DE NEVE                                                                      	943	9431	0	servicos.classes
9439	OUTROS SERVIÇOS DE SANEAMENTO                                                                                           	943	9439	0	servicos.classes
9490	OUTROS SERVIÇOS DE PROTEÇÃO AMBIENTAL N.C.P                                                                             	949	9490	0	servicos.classes
9511	SERVIÇOS FORNECIDOS POR ORGANIZAÇÕES COMERCIAL, DE EMPREGADO                                                            	951	9511	0	servicos.classes
9599	SERVIÇOS PRESTADOS POR OUTRAS ORGANIZAÇÕES ASSOCIATIVAS                                                                 	959	9599	0	servicos.classes
9611	GRAVAÇÃO DE SOM E SERVIÇOS DE PÓS-PRODUÇÃO DE ÁUDIO                                                                     	961	9611	0	servicos.classes
9612	IMAGEM, VÍDEO, TELEVISÃO E PROGRAMA DE RÁDIO SERVIÇOS DE PRODUÇÃO                                                       	961	9612	0	servicos.classes
9614	SERVIÇOS RELACIONADOS COM A PRODUÇÃO DE FILMES CINEMATOGRÁFICOS, DE TELEVISÃO E PROGRAMAS DE RÁDIO                      	961	9614	0	servicos.classes
9616	SERVIÇOS DE RADIODIFUSÃO - PROGRAMAÇÃO E AGENDAMENTO                                                                    	961	9616	0	servicos.classes
9621	SERVIÇOS DE PROMOÇÃO E APRESENTAÇÃO RELACIONADOS AS ARTES CÊ                                                            	962	9621	0	servicos.classes
9631	SERVIÇOS DE ARTISTAS                                                                                                    	963	9631	0	servicos.classes
9632	SERVICOS DE AUTORES, COMPOSITORES, ESCULTORES E OUTROS ARTISTAS                                                         	963	9632	0	servicos.classes
9641	SERVIÇOS DOS MUSEUS E CONSERVAÇÃO DE LOCAIS E MONUMENTOS HISTÓRICOS                                                     	964	9641	0	servicos.classes
