codigo	descricao	codigo_classe	id	offset	item_filename
61226	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO, DE BEBIDAS                                    	6122	61226	0	servicos.subclasses
61227	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO, DE CAFÉ, CHÁ, CACAU E ESPECIAIS               	6122	61227	0	servicos.subclasses
61228	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO, DE PRODUTOS DO TABACO                         	6122	61228	0	servicos.subclasses
61229	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO, DE PRODUTOS COMESTÍVEIS N.C.P.                	6122	61229	0	servicos.subclasses
61251	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO O CONTRATO,DE LIVROS,REVISTAS,PERIÓDICOS E ARTIGOS DE ESCRITÓRIO 	6125	61251	0	servicos.subclasses
61252	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   CONTRATO,DE EQUIPAMENTOS FOTOGRÁFICOS,ÓTICOS E DE PRECISÃO  	6125	61252	0	servicos.subclasses
61253	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE JOGOS E BRINQUEDOS                          	6125	61253	0	servicos.subclasses
61254	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE RELÓGIOS E JÓIAS                            	6125	61254	0	servicos.subclasses
61255	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   CONTRATO,DE ARTIGOS DE ESPORTE(INCLUSIVE BICICLETAS)        	6125	61255	0	servicos.subclasses
61256	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   CONTRATO,DE ARTIGOS DE COURO E ACESSÓRIOS PARA VIAGEM       	6125	61256	0	servicos.subclasses
61259	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE BENS DE CONSUMO DIVERSOS N.C.P              	6125	61259	0	servicos.subclasses
61271	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO COMISSÃO/CONTRATO DE PRODUTOS QUÍMICOS INDUSTRIAIS BÁSICOS E RESINAS SINTÉTICA	6127	61271	0	servicos.subclasses
61272	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE ADUBOS E PRODUTOS AGROQUÍMICOS              	6127	61272	0	servicos.subclasses
61273	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE PRODUTOS FARMACÊUTICOS E MÉDICOS            	6127	61273	0	servicos.subclasses
61274	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU CONTRATO,DE INSTRUMENTOS/DISPOSITIVOS CIRÚRGICOS E ORTOPÉDICOS	6127	61274	0	servicos.subclasses
61275	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO P/ COMISSÃO/CONTRATO,DE ARTIGOS DE PERFUMARIA, COSMÉTICOS E SABÕES DE TOUCADOR	6127	61275	0	servicos.subclasses
61276	SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE PRODUTOS DE LIMPEZA.                        	6127	61276	0	servicos.subclasses
62421	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE FRUTAS E LEGUMES SEM INTERVENÇÃO DE LOJAS                                      	6242	62421	0	servicos.subclasses
62422	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE PRODUTOS LÁCTEOS, OVOS, AZEITES, E PASTAS COMESTÍVEIS SEM INTERVENÇÃO DE LOJAS 	6242	62422	0	servicos.subclasses
62423	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE CARNE, AVES E PRODUTOS DE CAÇA SEM INTERVENÇÃO DE LOJAS                        	6242	62423	0	servicos.subclasses
62424	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE PRODUTOS DA PESCA EOUTROS PRODUTOS DO MAR SEM INTERVENÇÃO DE LOJAS             	6242	62424	0	servicos.subclasses
62425	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE PRODUTOS DE CONFEITARIA E PADARIA SEM INTERVENÇÃO DE LOJAS                     	6242	62425	0	servicos.subclasses
62426	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE BEBIDAS SEM INTERVENÇÃO DE LOJAS                                               	6242	62426	0	servicos.subclasses
62427	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE CAFÉ, CHÁ, CACAU E ESPECIAIS SEM INTERVENÇÃO DE LOJAS                          	6242	62427	0	servicos.subclasses
62428	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE PRODUTOS DO TABACO SEM INTERVENÇÃO DE LOJAS                                    	6242	62428	0	servicos.subclasses
62429	OUTROS SERVIÇOS DO COMÉRCIO DE VAREJO DE PRODUTOS COMESTÍVEIS N.C.P. SEM INTERVENÇÃO DE LOJAS                           	6242	62429	0	servicos.subclasses
63110	SERVIÇOS DE ALOJAMENTO EM HOTEIS E MOTEIS                                                                               	6311	63110	0	servicos.subclasses
63191	SERVIÇOS DE CENTRO DE LAZER E LOCAIS DE VERANEIO/FÉRIAS                                                                 	6319	63191	0	servicos.subclasses
63192	SERVIÇOS DE ARRENDAMENTO DE ALOJAMENTOS MOBILIADOS                                                                      	6319	63192	0	servicos.subclasses
63193	SERVIÇOS DE ALBERGUES JUVENIS/ALBUERGUES DA JUVENTUDE                                                                   	6319	63193	0	servicos.subclasses
63194	SERVIÇOS DE CENTROS/CAMPOS DE TREINAMENTO E LAZER PARACRI-  ANÇAS                                                       	6319	63194	0	servicos.subclasses
63195	SERVIÇOS DE CAMPING E ACAMPAMENTO PARA TRAILLERS/REBOQUES                                                               	6319	63195	0	servicos.subclasses
63199	OUTROS SERVIÇOS DE ALOJAMENTO N.C.P                                                                                     	6319	63199	0	servicos.subclasses
63210	SERVIÇOS DE FORNECIMENTO DE REFEIÇÃO COM SERVIÇO COMPLETO DERESTAURANTE                                                 	6321	63210	0	servicos.subclasses
63220	SERVIÇOS DE FORNECIMENTO DE REFEIÇÕES EM ESTABELECIMENTO DE AUTOSERVIÇO/SELF-SERVICE                                    	6322	63220	0	servicos.subclasses
63230	SERVIÇOS DE FORNECEDOR, FORNECENDO REFEIÇÕES POR ENCOMENDA  EXTERNAMENTE                                                	6323	63230	0	servicos.subclasses
63290	OUTROS SERVIÇOS DE FORNECIMENTO DE COMIDA                                                                               	6329	63290	0	servicos.subclasses
64100	SERVIÇOS DE TRANSPORTE TERRESTRE DE COMBINADAS MODALIDADES                                                              	6410	64100	0	servicos.subclasses
64211	SERVIÇOS DE TRANSPORTE FERROVIÁRIO INTERURBANO/INTERESTADUALDE PASSAGEIROS                                              	6421	64211	0	servicos.subclasses
64212	SERVIÇOS DE TRANSPORTE FERROVIÁRIO URBANO E SUBURBANO DE PASSAGEIROS                                                    	6421	64212	0	servicos.subclasses
64221	SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE CARGA POR VAGÃO REFRI-GERADO                                                      	6422	64221	0	servicos.subclasses
64222	SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE CARGA POR VAGÃO TANQUE                                                            	6422	64222	0	servicos.subclasses
64223	SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE CARGA EM CONTAINERS EMVAGÕES PLANO                                                	6422	64223	0	servicos.subclasses
64224	SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE CARTAS E PACOTES                                                                  	6422	64224	0	servicos.subclasses
64225	OUTROS SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE CARGA                                                                      	6422	64225	0	servicos.subclasses
64229	OUTROS SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE CARGA                                                                      	6422	64229	0	servicos.subclasses
64230	SERVIÇOS FERROVIÁRIOS DE TRAÇÃO OU REBOQUE                                                                              	6423	64230	0	servicos.subclasses
64311	SERVIÇOS REGULAR/PROGRAMADO DE TRANSPORTE RODOVIÁRIO URBANO E SUBURBANO DE PASSAGEIROS                                  	6431	64311	0	servicos.subclasses
64312	SERVIÇOS REGULAR/PROGRAMADO DE TRANSPORTE RODOVIÁRIO URBANO E SUBURBANO COM PROPÓSITO ESPECIAL DE PASSAGEIROS           	6431	64312	0	servicos.subclasses
64313	SERVIÇOS REGULAR/PROGRAMADO DE TRANSPORTE RODOVIÁRIO INTERURBANO DE PASSAGEIROS                                         	6431	64313	0	servicos.subclasses
64314	SERVIÇOS REGULAR/PROGRAMADO DE TRANSPORTE RODOVIÁRIO INTERURBANO COM PROPÓSITO ESPECIAL DE PASSAGEIROS                  	6431	64314	0	servicos.subclasses
64319	SERVIÇOS REGULAR/PROGRAMADO DE TRANSPORTE RODOVIÁRIO DE PAS-SAGEIROS N.C.P                                              	6431	64319	0	servicos.subclasses
64321	SERVIÇOS DE TÁXI                                                                                                        	6432	64321	0	servicos.subclasses
64322	SERVIÇOS DE ALUGUEL DE CARROS DE PASSAGEIROS COM MOTORISTA                                                              	6432	64322	0	servicos.subclasses
64323	SERVIÇOS DE ALUGUEL DE ÔNIBUS E ÔNIBUS DE TURISMO COM OPERA-DOR                                                         	6432	64323	0	servicos.subclasses
64324	SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE PASSAGEIROS POR VEÍCULODE TRAÇÃO ANIMAL OU HUMANA                                  	6432	64324	0	servicos.subclasses
64329	OUTROS SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE PASSAGEIROS NÃO PROGRAMADO N.C.P                                            	6432	64329	0	servicos.subclasses
64331	SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA POR VEÍCULOS RE- FRIGERADOS                                                  	6433	64331	0	servicos.subclasses
64332	SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA POR CAMINHÕES TANQUE OU POR TANQUES SEMI-TRAILERS                            	6433	64332	0	servicos.subclasses
64333	SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CONTAINERS DE CARGA EM CAMINHÕES COM CHASSIS/PLATAFORMA PARA CONTAINERS            	6433	64333	0	servicos.subclasses
64334	SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA POR VEÍCULOS DE  TRAÇÃO ANIMAL OU HUMANA                                     	6433	64334	0	servicos.subclasses
64335	SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE MOBILIÁRIO DOMÉSTICO E DE ESCRITÓRIO E DE OUTROS BENS                              	6433	64335	0	servicos.subclasses
64336	SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARTAS E DE PACOTES                                                                	6433	64336	0	servicos.subclasses
64339	OUTROS SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA                                                                       	6433	64339	0	servicos.subclasses
64340	SERVIÇOS DE ENTREGAS LOCAIS/URBANAS VARIADAS                                                                            	6434	64340	0	servicos.subclasses
64350	SERVIÇOS DE ALUGUEL DE CAMINHÕES COM OPERADOR/MOTORISTA                                                                 	6435	64350	0	servicos.subclasses
64410	SERVIÇOS DE TRANSPORTE VIA TUBULAÇÃO DE PRETRÓLEO E GÁS NATURAL                                                         	6441	64410	0	servicos.subclasses
64490	SERVIÇOS DE TRANSPORTE VIA TUBULAÇÃO DE OUTROS PRODUTOS/BENS                                                            	6449	64490	0	servicos.subclasses
65122	SERVIÇOS DE TRANSPORTE MARÍTIMO/COSTEIRO E TRANSOCEÂNICO DE CARGA LÍQUIDA A GRANEL EM NAVIOS TANQUES                    	6512	65122	0	servicos.subclasses
65222	SERVIÇOS DE TRANSPORTE FLUVIAL/INTERIOR DE CARGA EM NAVIOS TANQUES                                                      	6522	65222	0	servicos.subclasses
67400	SERVIÇOS DE SUPORTE PARA TRANSPORTE FERROVIÁRIO                                                                         	6740	67400	0	servicos.subclasses
67620	SERVIÇOS DE PRATICAGEM E ATRACAÇÃO                                                                                      	6762	67620	0	servicos.subclasses
67790	OUTROS SUPORTES E SERVIÇOS PARA O TRANSPORTE AÉREO OU ESPACIAL                                                          	6779	67790	0	servicos.subclasses
67811	SERVIÇOS DE AGÊNCIA DE VIAGENS                                                                                          	6781	67811	0	servicos.subclasses
67910	SERVIÇOS DE AGENCIAMENTO DE TRANSPORTE DE CARGA E OUTROS SERVIÇOS AUXILIARES DE TRANSPORTE                              	6791	67910	0	servicos.subclasses
67990	OUTROS SERVIÇOS AUXILIARES DE TRANSPORTE N.C.P                                                                          	6799	67990	0	servicos.subclasses
69111	TRANSMISSÃO DE ELETRICIDADE                                                                                             	6911	69111	0	servicos.subclasses
69112	DISTRIBUIÇÃO DE ELETRICIDADE                                                                                            	6911	69112	0	servicos.subclasses
69120	SERVIÇOS DE DISTRIBUIÇÃO DE GÁS ATRAVÉS DE TUBULAÇÃO                                                                    	6912	69120	0	servicos.subclasses
69210	SERVIÇOS DE DISTRIBUIÇÃO DE ÁGUA ATRAVÉS DE TUBULAÇÃO,EXCETOVAPOR E ÁGUA QUENTE                                         	6921	69210	0	servicos.subclasses
69220	SERVIÇOS DE DISTRIBUIÇÃO DE VAPOR E ÁGUA QUENTE ATRAVÉS DE  TUBULAÇÃO                                                   	6922	69220	0	servicos.subclasses
71100	SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES            	7110	71100	0	servicos.subclasses
71200	SERVIÇOS BANCÁRIO DE INVESTIMENTO                                                                                       	7120	71200	0	servicos.subclasses
71311	SERVIÇOS DE SEGUROS DE VIDA E DE PENSÕES INDIVIDUAIS                                                                    	7131	71311	0	servicos.subclasses
71312	SERVIÇOS DE PENSÕES DE GRUPO/COLETIVO                                                                                   	7131	71312	0	servicos.subclasses
71320	SERVIÇOS DE SEGUROS DE ACIDENTES E DE SAÚDE                                                                             	7132	71320	0	servicos.subclasses
71331	SERVIÇOS DE SEGUROS DE VEÍCULOS À MOTOR                                                                                 	7133	71331	0	servicos.subclasses
71332	SERVIÇOS DE SEGUROS DE TRANSPORTE MARÍTIMO,TRANSPORTE AÉREO E OUTROS TIPOS DE TRANSPORTE                                	7133	71332	0	servicos.subclasses
71333	SERVIÇOS DE SEGUROS DE FRETE                                                                                            	7133	71333	0	servicos.subclasses
71334	OUTROS SERVIÇOS DE SEGUROS DA PROPRIEDADE/BENS INDIVIDUAIS                                                              	7133	71334	0	servicos.subclasses
71335	SERVIÇOS DE SEGUROS GERAIS DE RESPONSABILIDADE CIVIL                                                                    	7133	71335	0	servicos.subclasses
71336	SERVIÇOS DE SEGUROS DE CRÉDITOS E FIANÇAS                                                                               	7133	71336	0	servicos.subclasses
71339	OUTROS SERVIÇOS DE SEGUROS DISTINTOS DOS SEGUROS DE VIDA                                                                	7133	71339	0	servicos.subclasses
71531	SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRAS                                                                                  	7153	71531	0	servicos.subclasses
71532	SERVIÇOS FIDUCIÁRIO(GARANTIA DE CONFIANÇA)                                                                              	7153	71532	0	servicos.subclasses
71533	SERVIÇOS DE CUSTÓDIA                                                                                                    	7153	71533	0	servicos.subclasses
71541	SERVIÇO DE EXPLORAÇÃO DE MERCADOS FINANCEIROS                                                                           	7154	71541	0	servicos.subclasses
72111	SERVIÇOS DE ARRENDAMENTO OU LEASING RELATIVOS A BENS REAIS  RESIDÊNCIAIS PRÓPRIOS OU ARRENDADOS                         	7211	72111	0	servicos.subclasses
72112	SERVIÇOS DE ARRENDAMENTO OU LEASING RELATIVOS A BENS REAIS  NÃO RESIDÊNCIAIS PRÓPRIOS OU ARRENDADOS                     	7211	72112	0	servicos.subclasses
72121	SERVIÇOS COMERCIAIS ASSOCIADOS COM EDIFÍCIOS RESIDENCIAIS E TERRRENOS CONEXOS                                           	7212	72121	0	servicos.subclasses
72122	SERVIÇOS COMERCIAIS ASSOCIADOS COM EDIFÍCIOS NÃO RESIDENCIASE TERRENOS                                                  	7212	72122	0	servicos.subclasses
72130	SERVIÇOS COMERCIAIS ASSOCIADOS COM TERRENOS DESOCUPADOS E   SUBDIVIDIDOS                                                	7213	72130	0	servicos.subclasses
72211	SERVIÇOS DE ADMINISTRAÇÃO DE PROPRIEDADES RESIDENCIAIS COMISSIONADOS OU POR CONTRATO                                    	7221	72211	0	servicos.subclasses
72212	SERVIÇOS DE ADMINISTRAÇÃO DE PROPRIEDADES NÃO RESIDENCIAIS  COMISSIONADOS OU POR CONTRATO                               	7221	72212	0	servicos.subclasses
72221	VENDA DE EDIFÍCIOS RESIDENCIAIS E TERRENOS CONEXOS COMISSIO-NADOS OU POR CONTRATO                                       	7222	72221	0	servicos.subclasses
72222	VENDA DE EDIFÍCIOS NÃO RESIDENCIAIS E TERRENOS CONEXOS COMISSIONADOS OU POR CONTRATO                                    	7222	72222	0	servicos.subclasses
72230	VENDA DE TERRENOS COMISSIONADOS OU POR CONTRATO                                                                         	7223	72230	0	servicos.subclasses
72240	SERVIÇOS DE AVALIAÇÃO DE PROPRIEDADES COMISSIONADOS OU POR  CONTRATO                                                    	7224	72240	0	servicos.subclasses
73111	SERVIÇOS DE LEASING OU ALUGUEL DE AUTOMÓVEIS PARTICULARES E CAMINHONETES SEM OPERADOR                                   	7311	73111	0	servicos.subclasses
73112	SERVIÇOS DE LEASING OU ALUGUEL DE VEÍCULOS A MOTOR PARA O   TRANSPORTE DE MERCADORIAS SEM OPERADOR                      	7311	73112	0	servicos.subclasses
73113	SERVIÇOS DE LEASING OU ALUGUEL DE VEÍCULOS FERROVIÁRIOS SEM OPERADOR                                                    	7311	73113	0	servicos.subclasses
73114	SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE TRANSPORTETERRESTRE SEM OPERADOR                                      	7311	73114	0	servicos.subclasses
73115	SERVIÇOS DE LEASING OU ALUGUEL DE EMBARCAÇÕES/NAVIOS SEM OPERADOR/TRIPULAÇÃO                                            	7311	73115	0	servicos.subclasses
73116	SERVIÇOS DE LEASING OU ALUGUEL DE AERONAVES/AVIÕES SEM OPERADOR/TRIPULAÇÃO                                              	7311	73116	0	servicos.subclasses
73117	SERVIÇOS DE LEASING OU ALUGUEL DE CONTAINERS/RECIPIENTES                                                                	7311	73117	0	servicos.subclasses
